Zeus;Zeus;;-0.5;Male
Afrodita;Afrodita;;1.0;Female
Quinta de Unión;Quinta de Unión;;0.58;Female
Sevilla;Sevilla;;1.0;Female
Candelaria;Candelaria;;1.0;Female
La Merced;La Merced;;0.61;Female
Gómez Farías;Gómez Farías;;-1.0;Male
Isabel La Católica;Isabel La Católica;;0.99;Female
Segunda Cerrada de Ejido;Segunda  Ejido;;0.99;Female
Maximino Bravo;Maximino Bravo;;-0.5;Male
Eusebio Hernández;Eusebio Hernández;;-0.5;Male
Primera Cerrada Salvador Allende;Primera  Salvador Allende;;-1.0;Male
Primera de la Rosa;Rosa;;0.99;Female
Callejón Palmas;jón Palmas;;-1.0;Male
Francisco Márquez;Francisco Márquez;;-0.5;Male
Árbol Solo;Árbol Solo;;-0.88;Male
Primera Privada Jalisco;Privada Jalisco;;-1.0;Male
Segunda Privada Jalisco;Privada Jalisco;;-1.0;Male
Tercera Cerrada Salvador Allende;Tercera  Salvador Allende;;-0.5;Male
Rubí;Rubí;;1.0;Female
Zafiro;Zafiro;;0.91;Female
Segunda Cerrada de Palmas;Segunda  Palmas;;0.5;Female
Primera Cerrada de Palmas;Primera  Palmas;;-1.0;Male
Reforma Juvenil;Reforma Juvenil;;-0.5;Male
Reforma Social;Reforma Social;;-0.5;Male
Reforma Civil;Reforma Civil;;-0.5;Male
Reforma Religiosa;Reforma Religiosa;;1.0;Female
Niños Heroes;Niños Heroes;;-0.5;Male
Herminio Cheverria;Herminio Cheverria;;-0.5;Male
Segunda Amado Nervo;Amado Nervo;;-0.5;Male
Ricardo Flores Magon;Ricardo Flores Magon;;-0.99;Male
Santa Elena;Santa Elena;;1.0;Female
Antonio Castro;Antonio Castro;;-0.5;Male
Maíz;Maíz;;-0.5;Male
Pedro Llamas;Pedro Llamas;;-1.0;Male
Antonio Plaza;Antonio Plaza;;-0.5;Male
Segunda Cerrada Gómez Farías;Segunda  Gómez Farías;;0.5;Female
Juventino Rosas;Juventino Rosas;;-1.0;Male
Era;Era;;0.94;Female
Privada Francisco Márquez;Privada Francisco Márquez;;-1.0;Male
Segunda Primavera;Primavera;;0.98;Female
Flor Marina;Flor Marina;;1.0;Female
Calle Maiz;Maiz;;-0.5;Male
Aída;Aída;;1.0;Female
Norma;Norma;;0.99;Female
Primera de Maiz;Maiz;;-0.5;Male
Primera Cerrada Trébol;Primera  Trébol;;-1.0;Male
Primera Primavera;Primavera;;0.98;Female
Cardenas;Cardenas;;-1.0;Male
Mina de Plata;Mina de Plata;;0.95;Female
Sierra Mazateca;Sierra Mazateca;;0.99;Female
Sierra Mixteca;Sierra Mixteca;;0.99;Female
Alhelí;Alhelí;;-0.5;Male
Tízoc;Tízoc;;-0.5;Male
Camino a Santiago;a Santiago;;-0.84;Male
María Esther Zuno de Echeverria;María Esther Zuno de Echeverria;;1.0;Female
Rosita Alvirez;Rosita Alvirez;;1.0;Female
Juana Gallo;Juana Gallo;;1.0;Female
Mimosa;Mimosa;;1.0;Female
Chopo;Chopo;;-1.0;Male
Atlas;Atlas;;-0.62;Male
Laica;Laica;;1.0;Female
Papaya;Papaya;;-0.5;Male
Segunda Cerrada Laica;Segunda  Laica;;0.99;Female
Cerrada Laica;Laica;;1.0;Female
Primera Cerrada Laica;Primera  Laica;;-0.5;Male
Sandía;Sandía;;0.95;Female
Flor de Caña;Flor de Caña;;0.84;Female
Flor de Canela;Flor de Canela;;0.84;Female
Rosa Blanca;Rosa Blanca;;1.0;Female
Tercera Oaxaca;Tercera Oaxaca;;-0.5;Male
Mirasol Rivera;Mirasol Rivera;;1.0;Female
Mirasol;Mirasol;;0.5;Female
Tajín;Tajín;;1.0;Female
Segunda Cerrada Uvas;Segunda  Uvas;;0.5;Female
Tercera Cerrada Uvas;Tercera  Uvas;;-0.5;Male
Pera;Pera;;0.89;Female
Indigo;Indigo;;0.68;Female
Austral;Austral;;1.0;Female
Continuación Estrella;Continuación Estrella;;1.0;Female
Camilo Torres;Camilo Torres;;-1.0;Male
Jade;Jade;;0.94;Female
Continuación Venus;Continuación Venus;;0.98;Female
María Dolores;María Dolores;;1.0;Female
De La Cruz;De La Cruz;;-0.68;Male
chopo;chopo;;-1.0;Male
Estrellita;Estrellita;;1.0;Female
Alborada;Alborada;;1.0;Female
Celeste;Celeste;;0.98;Female
Ing. Álvarez;Ing. Álvarez;;-0.5;Male
Rodolfo Neri Vela;Rodolfo Neri Vela;;-0.5;Male
Rosario;Rosario;;0.9;Female
Diana Laura;Diana Laura;;1.0;Female
Jorge Carrizo;Jorge Carrizo;;-1.0;Male
Av. San Miguel;San Miguel;;-0.5;Male
Jacinto Canek;Jacinto Canek;;-0.5;Male
Primera Cerrada Buenavista;Primera  Buenavista;;-0.5;Male
San Agustín;San Agustín;;-0.5;Male
Cerro Azul;Cerro Azul;;0.98;Female
Calle del Cedro;Cedro;;-0.5;Male
Loma Bonita;Loma Bonita;;0.99;Female
Santa Fe;Santa Fe;;1.0;Female
Verde;Verde;;0.99;Female
Cristo Rey;Cristo Rey;;-1.0;Male
Loma Alta;Loma Alta;;0.98;Female
Loma Linda;Loma Linda;;1.0;Female
Alfredo de la R.;Alfredo de la R.;;-0.99;Male
Loma Alegre;Loma Alegre;;0.97;Female
Loma Verde;Loma Verde;;0.97;Female
Loma Dorada;Loma Dorada;;0.97;Female
Loma China;Loma China;;0.92;Female
Loma Natural;Loma Natural;;0.97;Female
Loma Verdín;Loma Verdín;;0.97;Female
Conin;Conin;;-1.0;Male
Piñon;Piñon;;-0.5;Male
Segunda Cerrada Buenavista;Segunda  Buenavista;;0.99;Female
Rafael Domínguez;Rafael Domínguez;;-0.5;Male
Corrión;Corrión;;-0.5;Male
Mina de Sevilla;Mina de Sevilla;;0.95;Female
La Niña;La Niña;;0.65;Female
Consejo Urbano;Consejo Urbano;;-0.88;Male
Cátedra;Cátedra;;0.87;Female
La Era;La Era;;0.71;Female
Noche Buena;Noche Buena;;0.98;Female
Maturi;Maturi;;1.0;Female
Cerro Bernal;Cerro Bernal;;-0.5;Male
Loma Roqueda;Loma Roqueda;;0.97;Female
Llama;Llama;;-0.5;Male
Loma;Loma;;0.97;Female
Segunda Arces;Arces;;-0.5;Male
Primera Arces;Arces;;-0.5;Male
Arces;Arces;;-0.5;Male
Tercera Arces;Tercera Arces;;-0.5;Male
Villahermosa;hermosa;;1.0;Female
Cerrada Puebla;Puebla;;1.0;Female
Higuera;Higuera;;-0.5;Male
Carlos Salinas;Carlos Salinas;;-0.99;Male
Linda Vista;Linda Vista;;1.0;Female
Condesa;Condesa;;1.0;Female
Ana Luisa Peluffo;Ana Luisa Peluffo;;1.0;Female
Vallejo;jo;;0.94;Female
Cariño;Cariño;;0.5;Female
Avenida Carmelo Pérez;Carmelo Pérez;;-1.0;Male
El Cascarel;El Cascarel;;-0.81;Male
Juan Colorado;Juan Colorado;;-0.99;Male
La Montaña;La Montaña;;0.66;Female
Gloria de Castilla;Gloria de Castilla;;0.99;Female
Alejandro Aura;Alejandro Aura;;-0.99;Male
Alfredo Breceda;Alfredo Breceda;;-1.0;Male
Amador Salazar;Amador Salazar;;-0.5;Male
Francisco Sarabia;Francisco Sarabia;;-0.5;Male
Ignacio Revueltas;Ignacio Revueltas;;-1.0;Male
Mariano Rincón;Mariano;;-0.5;Male
Rosa Morada;Rosa Morada;;0.99;Female
Rosa Roja;Rosa Roja;;0.99;Female
Rafael Reyes;Rafael Reyes;;-0.5;Male
Santiago;Santiago;;-1.0;Male
Calle Providencia;Providencia;;1.0;Female
Alfonso Sánchez;Alfonso Sánchez;;-1.0;Male
Cuarta Cerrada Benito Juárez;Cuarta  Benito Juárez;;-1.0;Male
Quinta Cerrada Benito Juárez;Quinta  Benito Juárez;;-0.81;Male
Cerrada Adolfo López Mateos;Adolfo López Mateos;;-1.0;Male
Rosal;Rosal;;0.71;Female
Tercera Benito Juárez;Tercera Benito Juárez;;-0.5;Male
Quinta Benito Juárez;Quinta Benito Juárez;;-0.81;Male
Sección Pino;Sección Pino;;0.57;Female
Sección Roble;Sección Roble;;-0.5;Male
Niño Artillero;Niño Artillero;;-0.5;Male
La Roqueta;La Roqueta;;0.65;Female
Calz. Ermita Itztapalapa;Ermita Itztapalapa;;1.0;Female
Valle de Bravo;Bravo;;-0.83;Male
Carranza;Carranza;;-0.5;Male
Madero;Madero;;1.0;Female
Doctor Fernando Villegas;Doctor Fernando Villegas;;-1.0;Male
Los Alpes;Los Alpes;;-0.5;Male
Cerrada Lázaro Cárdenas;Lázaro Cárdenas;;-1.0;Male
Isidro Vetanco;Isidro Vetanco;;-1.0;Male
Francisco Valverde;Francisco Valverde;;-0.5;Male
Sección Sauce;Sección Sauce;;1.0;Female
Avenida Cuauhtémoc;Cuauhtémoc;;-1.0;Male
Av. Floresta;Floresta;;1.0;Female
Cárdenas;Cárdenas;;-1.0;Male
Calle Valle de Bravo;Valle Bravo;;0.89;Female
Blanca Flore;Blanca Flore;;1.0;Female
Juarez;Juarez;;-0.87;Male
Presa San Javier;Presa San Javier;;-0.91;Male
Presa del Sordo;Presa del Sordo;;-0.77;Male
Griselda;Griselda;;0.99;Female
Calle Horacio Zuñiga;Horacio Zuñiga;;-0.5;Male
Francisco I Medero;Francisco I Medero;;-0.5;Male
Alfredo del Mazo;Alfredo del Mazo;;-0.99;Male
Simón Bolivar/ bugambilia;Simón Bolivar/ bugambilia;;-0.5;Male
Avenida Puebla;Puebla;;1.0;Female
Avenida de Los Reyes;Los Reyes;;-0.5;Male
Gustavo Baz Prada;Gustavo Baz Prada;;-0.5;Male
San Diego;San Diego;;-0.5;Male
Cuauhtémoc Interior;Cuauhtémoc Interior;;-0.5;Male
Aliso;Aliso;;1.0;Female
Primera Aliso;Aliso;;1.0;Female
Bambu;Bambu;;-0.5;Male
Bravo;Bravo;;-0.83;Male
Segunda Cerrada;Segunda;;0.99;Female
Citlalli;Citlalli;;1.0;Female
Segunda Cerrada Olmo;Segunda  Olmo;;0.97;Female
Cerrada Olmo;Olmo;;-0.5;Male
Corona;Corona;;1.0;Female
Clavelina;Clavelina;;1.0;Female
Jupiter;Jupiter;;-1.0;Male
Patricia;Patricia;;1.0;Female
Segunda Cerrada Morelos;Segunda  Morelos;;0.5;Female
Guadalupe Borja;Guadalupe Borja;;0.58;Female
Lomas;Lomas;;-1.0;Male
Lima;Lima;;0.68;Female
Lucerito;Lucerito;;1.0;Female
Tercera Colorada;Tercera Colorada;;-0.5;Male
Tomás Ortiz;Tomás Ortiz;;-1.0;Male
Portal;Portal;;-0.5;Male
Cruces;Cruces;;1.0;Female
Virgen de Fátima;Virgen de Fátima;;0.6;Female
Florentino Castro;Florentino Castro;;-0.99;Male
Joya;Joya;;1.0;Female
Cactus;Cactus;;-0.5;Male
Higo;Higo;;-0.5;Male
Potrero Hondo;Potrero Hondo;;-1.0;Male
Cosmos;Cosmos;;-1.0;Male
Tercera Canadá;Tercera Canadá;;-0.5;Male
Brida;Brida;;1.0;Female
Primera Cerrada Nuevo León;Primera  Nuevo León;;-1.0;Male
Lerma;Lerma;;1.0;Female
Roca;Roca;;0.72;Female
Andador Hidalgo;Andador Hidalgo;;-0.5;Male
Mariano Romo;Mariano Romo;;-0.5;Male
La Troje;La Troje;;0.65;Female
Haba;Haba;;0.72;Female
Rodeo;Rodeo;;-0.5;Male
Armando;Armando;;-0.5;Male
Arturo;Arturo;;-1.0;Male
Primera Hidalgo;Hidalgo;;-0.5;Male
Bolívar;Bolívar;;-0.5;Male
Mónera;Mónera;;1.0;Female
Olvido;Olvido;;1.0;Female
Cerrada Plata;Plata;;-0.5;Male
Cerrada México;México;;-0.5;Male
Francisco Montes de Oca;Francisco Montes de Oca;;-0.5;Male
Segunda Cerrada Pirules;Segunda  Pirules;;0.5;Female
De la Rosa;De la Rosa;;1.0;Female
Magón;Magón;;1.0;Female
Isidro Fabela;Isidro Fabela;;-0.5;Male
Santo Domingo;Santo Domingo;;-0.5;Male
Fonseca;Fonseca;;-0.5;Male
Hank González;Hank González;;-0.5;Male
Prolongación Hank González;Prolongación Hank González;;-1.0;Male
Tierra Blanca;Tierra Blanca;;0.99;Female
Cerrada Flor de Granada;Flor Granada;;0.86;Female
Flor de Granada;Flor de Granada;;0.84;Female
Arayan;Arayan;;-0.5;Male
Cerrada Nardos;Nardos;;0.99;Female
Genaro Vázquez;Genaro Vázquez;;-0.5;Male
Esther;Esther;;0.99;Female
Silverio Pérez;Silverio Pérez;;-0.5;Male
Manuel de la Garza;Manuel de la Garza;;-0.5;Male
Manolo Martínez;Manolo Martínez;;-0.5;Male
Benigno;Benigno;;-0.5;Male
Cerrada Francisco García;Francisco García;;-0.5;Male
Peña;Peña;;0.99;Female
Venecia;Venecia;;1.0;Female
Uva;Uva;;0.9;Female
Contreras;Contreras;;-1.0;Male
Matutina;Matutina;;1.0;Female
Coral;Coral;;0.98;Female
Callejón Tulipán;jón Tulipán;;-1.0;Male
Joselito Huerta;Joselito Huerta;;-0.5;Male
Manuel Benítez;Manuel Benítez;;-0.5;Male
Manuel Capetillo;Manuel Capetillo;;-0.5;Male
Curro Rivera;Curro Rivera;;-0.5;Male
Eloy Cavazos;Eloy Cavazos;;-0.5;Male
Fermín Espinoza;Fermín Espinoza;;-0.5;Male
Leona y Vicario;Leona y Vicario;;0.99;Female
Cielo Azul;Cielo Azul;;0.98;Female
Chispita;Chispita;;1.0;Female
Primera Cerrada Minas;Primera Cerrada;;-0.5;Male
Segunda Cerrada Minas;Segunda Cerrada;;0.99;Female
Tercera Cerrada Minas;Tercera Cerrada;;-0.5;Male
Cerrada Álamo;Álamo;;-1.0;Male
Cerrada Benito Juárez;Benito Juárez;;-0.5;Male
Prolongación Juan De La Barrera;Prolongación Juan De La Barrera;;-0.5;Male
Juan De La Barrera;Juan De La Barrera;;-0.5;Male
Domingo Soler;Domingo Soler;;-1.0;Male
Andrés Soler;Andrés Soler;;-0.5;Male
Cerrada Yanga;Yanga;;0.81;Female
Cerrada Joselito Huerta;Joselito Huerta;;-0.5;Male
Ilusión;Ilusión;;1.0;Female
Gastón Santos;Gastón Santos;;-0.5;Male
Cerrada Orquidea;Orquidea;;0.99;Female
Miguel Aceves Mejía;Miguel Aceves;;-1.0;Male
Germán Valdés;Germán Valdés;;-0.5;Male
Mario Almada;Mario Almada;;-0.5;Male
Fernando Almada;Fernando Almada;;-0.5;Male
Alejandro Fernández;Alejandro Fernández;;-1.0;Male
Paco Malgesto;Paco Malgesto;;-0.5;Male
Fany Cano;Fany Cano;;0.95;Female
Irma Dorantes;Irma Dorantes;;0.99;Female
Fernando Soler;Fernando Soler;;-0.5;Male
Javier Solís;Javier Solís;;-1.0;Male
Pedro Armendáriz;Pedro Armendáriz;;-1.0;Male
Joaquín Pardavé;Joaquín Pardavé;;-0.5;Male
Agustín Lara;Agustín Lara;;0.86;Female
Vicente Fernández;Vicente Fernández;;-1.0;Male
Federico Villa;Federico;;-1.0;Male
Prieta Linda;Prieta Linda;;1.0;Female
Mario Moreno Cantinflas;Mario Moreno Cantinflas;;-0.5;Male
Alberto Vázquez;Alberto Vázquez;;-1.0;Male
Pedro Infante;Pedro Infante;;-0.5;Male
Cuco Sánchez;Cuco Sánchez;;-1.0;Male
María Elena Sandoval;María Elena Sandoval;;1.0;Female
Gloria Marín;Gloria Marín;;0.5;Female
Jorge Negrete;Jorge Negrete;;-1.0;Male
Sara García;Sara García;;1.0;Female
Pedro Vargas;Pedro Vargas;;-0.5;Male
Julio Aldama;Julio Aldama;;-0.5;Male
Marga López;Marga López;;0.98;Female
Juan Gabriel;Juan Gabriel;;-1.0;Male
María Félix;María Félix;;1.0;Female
Víctor Iturbe;Víctor Iturbe;;-0.5;Male
Cerrada Juan Gabriel;Juan Gabriel;;-1.0;Male
Luis Aguilar;Luis Aguilar;;-0.5;Male
Pedro Moreno;Pedro Moreno;;-0.5;Male
Pablo Galeana;Pablo Galeana;;-0.5;Male
Francisco Gómez;Francisco Gómez;;-0.5;Male
Josefa Ortz de Domínguez;Josefa Ortz de Domínguez;;1.0;Female
Brisa;Brisa;;1.0;Female
Esmeralda;Esmeralda;;0.99;Female
Perla;Perla;;1.0;Female
Patricia Serrano;Patricia Serrano;;1.0;Female
Adán;Adán;;-0.5;Male
Flor de Rosario;Flor de Rosario;;0.5;Female
Rosa Jazmín;Rosa Jazmín;;0.99;Female
Ingeniero Epifanio Ramírez;Ingeniero Epifanio Ramírez;;-0.5;Male
Aria;Aria;;0.88;Female
Java;Java;;0.89;Female
Batel;Batel;;1.0;Female
Nuevo México;Nuevo México;;-1.0;Male
Héctor Astilla;Héctor Astilla;;-0.5;Male
Dorado;Dorado;;0.78;Female
Alfredo de la Rosa;Alfredo de la Rosa;;-0.99;Male
Manuel Aguilera;Manuel Aguilera;;-0.5;Male
Tercera Pedregal;Tercera Pedregal;;-0.5;Male
Francisco Andrade;Francisco Andrade;;-0.5;Male
Valle Gómez;Gómez;;-1.0;Male
Gitana;Gitana;;1.0;Female
Alta Tensión;Alta Tensión;;0.99;Female
Salvador Díaz Mirón;Salvador Díaz Mirón;;-0.5;Male
Horacio Sobarzo;Horacio Sobarzo;;-0.5;Male
Manuel M. López;Manuel M. López;;-0.5;Male
Victoriano Güeros;Victoriano Güeros;;-1.0;Male
Emilio Abreu;Emilio Abreu;;-0.5;Male
Enrique Álvarez Henao;Enrique Álvarez Henao;;-0.5;Male
Eduardo Acevedo;Eduardo Acevedo;;-1.0;Male
Antonio Aldama;Antonio Aldama;;-0.5;Male
Buena Suerte;Buena Suerte;;1.0;Female
Muzio Clementi;Muzio Clementi;;-0.5;Male
Cristobal Morales;Cristobal Morales;;-1.0;Male
Boris Godonov;Boris Godonov;;-1.0;Male
Aida;Aida;;1.0;Female
Avenida Miguel Hidalgo;Miguel Hidalgo;;-1.0;Male
Tercera Santa Cruz;Tercera Santa Cruz;;0.59;Female
Tercera Gitana;Tercera Gitana;;0.86;Female
Segunda Gitana;Gitana;;1.0;Female
Cuarta Gitana;Cuarta Gitana;;1.0;Female
Callejón Salvador Díaz Mirón;jón Salvador Díaz Mirón;;-1.0;Male
Sexta Gitana Norte;Sexta Gitana Norte;;0.93;Female
Séptima Gitana;Séptima Gitana;;1.0;Female
Octava Gitana;Octava Gitana;;1.0;Female
Sexta Gitana;Sexta Gitana;;0.93;Female
Novena Cerrada Gitana;Novena  Gitana;;1.0;Female
Manuel M. Flores;Manuel M. Flores;;-0.5;Male
Gregorio Allegri;Gregorio Allegri;;-0.99;Male
Juan Bretel;Juan Bretel;;-0.99;Male
Ana Bolena;Ana Bolena;;1.0;Female
Adriana;Adriana;;0.99;Female
Alcestis;Alcestis;;1.0;Female
Arabella;Arabella;;1.0;Female
Nicolas Champion;Nicolas Champion;;-1.0;Male
Don Carlo;Don Carlo;;-1.0;Male
Don Giovanni;Don Giovanni;;-0.5;Male
Deodato;Deodato;;-1.0;Male
Ernani;Ernani;;-0.9;Male
Segunda Ignacio Manuel Altamirano;Ignacio Manuel Altamirano;;-1.0;Male
Primera Ignacio Manuel Altamirano;Ignacio Manuel Altamirano;;-1.0;Male
Lucas Marenzio;Lucas Marenzio;;-0.5;Male
Gioconda;Gioconda;;1.0;Female
Conrado Pelayo;Conrado Pelayo;;-0.5;Male
Francisco Penaloza;Francisco Penaloza;;-0.5;Male
La Travita;La Travita;;0.65;Female
Francisco Acuña de Figueroa;Francisco Acuña de Figueroa;;-0.5;Male
Augusto Aguirre;Augusto Aguirre;;-0.5;Male
Maria José Acevedo;Maria José Acevedo;;0.99;Female
Rafael C. Arévalos;Rafael  Arévalos;;-0.5;Male
Cornelio Hispano;Cornelio Hispano;;-0.99;Male
Francisco De Hacha;Francisco De Hacha;;-0.5;Male
Epifanio Mejía;Epifanio;;-0.99;Male
Tomás Carrasquilla;Tomás Carrasquilla;;-1.0;Male
Primera Cornelio Hispano;Cornelio Hispano;;-0.99;Male
Segunda Cornelio Hispano;Cornelio Hispano;;-0.99;Male
Estrella Boreal;Estrella Boreal;;1.0;Female
Miguel Negrete;Miguel Negrete;;-1.0;Male
La Conchita;La Conchita;;0.7;Female
La Palma;La Palma;;0.7;Female
Segunda Pino Suárez;Pino Suárez;;0.57;Female
Sexta Pino Suárez;Sexta Pino Suárez;;0.6;Female
Tercera Pino Suárez;Tercera Pino Suárez;;0.57;Female
Tercera Cerrada Maclovio Herrera;Tercera  Maclovio Herrera;;-0.5;Male
Primera Maclovio Herrera;Maclovio Herrera;;-0.5;Male
Segunda de Maclovio Herrera;Maclovio Herrera;;-0.5;Male
Primera de Maclovio Herrera;Maclovio Herrera;;-0.5;Male
Hernán Cortés;Hernán Cortés;;-0.5;Male
Callejón Ciprés;jón Ciprés;;-1.0;Male
Leocadio Huerta;Leocadio Huerta;;-0.5;Male
Rafael Sánchez Tapia;Rafael Sánchez Tapia;;-0.5;Male
Rodrigo Valdez;Rodrigo Valdez;;-0.5;Male
Macbeth;Macbeth;;-0.5;Male
Francisco Lazo;Francisco Lazo;;-0.5;Male
Adolfo Unda;Adolfo Unda;;-1.0;Male
Teófilo Norte;Teófilo Norte;;-0.5;Male
Joaquin Argaiz;Joaquin Argaiz;;-1.0;Male
Jesús Castro;Jesús Castro;;-0.5;Male
Sóstenes Rocha;Sóstenes Rocha;;-0.5;Male
Galindo Magaña;Galindo Magaña;;-0.5;Male
Cesáreo Castro;Cesáreo Castro;;-0.5;Male
Niño Perdido;Niño Perdido;;-0.5;Male
Ignacio Ortíz;Ignacio Ortíz;;-1.0;Male
Sebastián Trejo;Sebastián Trejo;;-1.0;Male
Agustín Diaz;Agustín Diaz;;-0.98;Male
Domingo Alvarado;Domingo Alvarado;;-1.0;Male
Agustín Camarena;Agustín Camarena;;-0.5;Male
La Turba;La Turba;;0.65;Female
Trovador;Trovador;;-1.0;Male
Fausto;Fausto;;-0.5;Male
Fidelio;Fidelio;;-0.5;Male
Jenufa;Jenufa;;1.0;Female
La Bohemia;La Bohemia;;0.65;Female
La Capa;La Capa;;0.65;Female
Federico Garcia Lorca;Federico Garcia Lorca;;-0.5;Male
Flauta Magica;Flauta Magica;;1.0;Female
Elias Salomonis;Elias Salomonis;;-0.5;Male
Malva;Malva;;0.89;Female
Artemisa;Artemisa;;1.0;Female
Cardo;Cardo;;-1.0;Male
Drago;Drago;;-1.0;Male
Sábila;Sábila;;0.96;Female
Cidro;Cidro;;-1.0;Male
Onofre Capeto;Onofre Capeto;;-1.0;Male
Francisco Jiménez;Francisco Jiménez;;-0.5;Male
Andrés Nellado;Andrés Nellado;;-0.5;Male
Luciano Becerra;Luciano Becerra;;-0.5;Male
Ignacio Molina;Ignacio Molina;;-0.5;Male
Pablo Banuet;Pablo Banuet;;-1.0;Male
Agustín Romero;Agustín Romero;;-1.0;Male
Simón Álvarez;Simón Álvarez;;-0.5;Male
Lorenzo Pérez Castro;Lorenzo Pérez Castro;;-0.5;Male
Manuel Alemán;Manuel Alemán;;-0.5;Male
Santiago Fernández;Santiago Fernández;;-1.0;Male
Ramón Rodríguez Arangoity;Ramón Rodríguez Arangoity;;-0.5;Male
Flor de Azalia;Flor de Azalia;;1.0;Female
Emilio Laurent;Emilio Laurent;;-0.5;Male
Luis Delgado;Luis Delgado;;-0.5;Male
La Virgen;La Virgen;;0.66;Female
Carlos Valerio Abad;Carlos Valerio Abad;;-0.99;Male
Andrés Chavarría;Andrés Chavarría;;-0.5;Male
Segunda Maclovio Herrera;Maclovio Herrera;;-0.5;Male
Panteón;Panteón;;-0.5;Male
Primera Bombas;Bombas;;-0.5;Male
Primer Callejón Independencia;Primer jón Independencia;;-0.5;Male
Segundo Callejón Independencia;Segundo jón Independencia;;-0.5;Male
General Mendoza;General Mendoza;;-0.5;Male
Callejón Felipe Ángeles;jón Felipe Ángeles;;-1.0;Male
Agustín Peza;Agustín Peza;;-0.5;Male
Amado Camacho;Amado Camacho;;-0.5;Male
Ruperto Pérez de León;Ruperto Pérez de León;;-0.5;Male
Triunfo;Triunfo;;-1.0;Male
Pablo González;Pablo González;;-1.0;Male
Jesús González Ortega;Jesús González Ortega;;-0.5;Male
Juan Andreu Almazán;Juan Andreu Almazán;;-0.5;Male
Antonio Béjar;Antonio Béjar;;-0.5;Male
José Bernal;José Bernal;;-0.5;Male
Rioja;Rioja;;1.0;Female
Vicente Castañeda;Vicente Castañeda;;-0.5;Male
Mar del Nectar;Mar del Nectar;;0.95;Female
Apolonio Arias;Apolonio Arias;;-0.5;Male
Felipe Larios;Felipe Larios;;-1.0;Male
Adolfo Rivera Velarde;Adolfo Rivera Velarde;;-1.0;Male
Enrique Lombardo;Enrique Lombardo;;-1.0;Male
Francisco Santiago Borraz;Francisco Santiago Borraz;;-0.5;Male
Tercera Cuaconte;Tercera Cuaconte;;-0.5;Male
Primera Palma;Palma;;1.0;Female
Cuahutémoc;Cuahutémoc;;-1.0;Male
Tercera Acueducto;Tercera Acueducto;;-0.5;Male
Magdalena Moreno;Magdalena Moreno;;1.0;Female
Prolongación Amistad;Prolongación Amistad;;-0.5;Male
Segunda Cerrada Amistad;Segunda  Amistad;;0.99;Female
Primera Amistad;Amistad;;-0.5;Male
Tercera Floricultura;Tercera Floricultura;;-0.5;Male
Flor de Maravilla;Flor de Maravilla;;0.84;Female
Del Bosque;Del Bosque;;-0.77;Male
Callejón Xalli;jón Xalli;;-0.5;Male
Callejón Exotitla;jón Exotitla;;-0.5;Male
Segunda Antonio Aguilar;Antonio Aguilar;;-0.5;Male
Tercera Hueymic;Tercera Hueymic;;-0.5;Male
Cuarta el Mirador;Cuarta el;;-0.81;Male
Los Cipreses;Los Cipreses;;-0.5;Male
La Cañada;La;;0.65;Female
Primera Victoria;Victoria;;1.0;Female
Rey Tizoc;Rey Tizoc;;-0.5;Male
Cuarta Jorge Negrete;Cuarta Jorge Negrete;;-0.5;Male
Retorno del Bosque;Retorno del Bosque;;-0.77;Male
La Quebrada;La Quebrada;;0.65;Female
Benito Galicia;Benito Galicia;;-0.5;Male
Blanca Estela Pavón;Blanca Estela Pavón;;1.0;Female
Quirino Mendoza;Quirino Mendoza;;-0.5;Male
Primera Jorge Negrete;Jorge Negrete;;-1.0;Male
Primera Agustín Lara;Agustín Lara;;0.86;Female
León Jiménez;León Jiménez;;-0.5;Male
Simón Saldaña;Simón Saldaña;;-0.5;Male
Manuel Esperón;Manuel Esperón;;-0.5;Male
Antonio Aguilar;Antonio Aguilar;;-0.5;Male
Tercera Antonio Aguilar;Tercera Antonio Aguilar;;-0.5;Male
Rosita Quintana;Rosita Quintana;;1.0;Female
Primera Rosita Quintana;Rosita Quintana;;1.0;Female
Gonzalo Curiel;Gonzalo Curiel;;-1.0;Male
Cerrada la Rosa;la Rosa;;1.0;Female
Josefa Ortíz de Domínguez;Josefa Ortíz de Domínguez;;1.0;Female
Remigio Jiménez;Remigio Jiménez;;-0.5;Male
Licenciado Marco Antonio Lanz Galera;Licenciado Marco Antonio Lanz Galera;;-0.5;Male
Cipriano Jimenez;Cipriano Jimenez;;-0.99;Male
Amaranto;Amaranto;;-0.5;Male
Cuahutemoc;Cuahutemoc;;-1.0;Male
Cerrada Mario Moreno;Mario Moreno;;-0.5;Male
Segunda Tórtola;Tórtola;;1.0;Female
Primera San José;San José;;-0.5;Male
México Primero;México Primero;;-1.0;Male
Del Lirio;Del Lirio;;-0.77;Male
Miguel Enrique Guzmán;Miguel Enrique Guzmán;;-1.0;Male
Matías Romero;Matías Romero;;-0.5;Male
Callejón Canal Seco;jón Canal Seco;;-1.0;Male
Primera Ignacio Allende;Ignacio Allende;;-1.0;Male
Cerrada Aquiles Serdán;Aquiles Serdán;;-0.5;Male
Felipe de Jesús;Felipe de Jesús;;-1.0;Male
Rosalia;Rosalia;;1.0;Female
