calle,calleClean,name,surname,fiabilidad,gender,wikipedia
Coronel Pedro Conde,Coronel Pedro Conde,Coronel,Pedro,-2,Male,
San Jacinto,San Jacinto,San,Jacinto,-2,Male,
Bartolomé de Las Casas,Bartolomé Las s,Bartolomé,Las,-2,Male,
Diego de Deza,Diego de Deza,Diego,de,-2,Male,
San Carlos,San Carlos,San,Carlos,-2,Male,
Manuel Suárez,Manuel Suárez,Manuel,Suárez,-2,Male,
Juan José Valle,Juan José,Juan,José,-2,Male,
Hector Thedy,Hector Thedy,Hector,Thedy,-2,Male,
Gualberto Venesia,Gualberto Venesia,Gualberto,Venesia,-2,Male,
Avenida Aristóbulo del Valle,Aristóbulo Valle,Aristóbulo,Valle,-2,Male,
Avenida Bernardino Rivadavia,Bernardino Rivadavia,Bernardino,Rivadavia,-2,Male,
Antonio Ríos,Antonio s,Antonio,s,-2,Male,
Martin,Martin,Martin,,-2,Male,
Piñero Garcia,Piñero Garcia,Piñero,Garcia,-2,Male,
Apolo,Apolo,Apolo,,-2,Male,
Francisco N. Lett,Francisco N. Lett,Francisco,N.,-2,Male,
Avenida Marcos Sastre,Marcos Sastre,Marcos,Sastre,-2,Male,
Bolívar,Bolívar,Bolívar,,-2,Male,
Carlos Casado,Carlos do,Carlos,do,-2,Male,
Avenida Jorge Cura,Jorge Cura,Jorge,Cura,-2,Male,
Ramón Lista,Ramón Lista,Ramón,Lista,-2,Male,
Villarino,rino,rino,,-2,Male,
Pasaje Facundo Quiroga,Facundo Quiroga,Facundo,Quiroga,-2,Male,
Federico Alberto Aldana,Federico Alberto Aldana,Federico,Alberto,-2,Male,
Intendente Claudio Newell,Intendente Claudio Newell,Intendente,Claudio,-2,Male,
Avenida Daniel Infante,Daniel Infante,Daniel,Infante,-2,Male,
Avenida Dante Alighieri,Dante Alighieri,Dante,Alighieri,-2,Male,
Marcelino Champagnat,Marcelino Champagnat,Marcelino,Champagnat,-2,Male,
Avenida Doctor Calixto Lassaga,Doctor Calixto Lassaga,Doctor,Calixto,-2,Male,
Avenida Isaac Newell,Isaac Newell,Isaac,Newell,-2,Male,
Bicisenda Bulevar Nicasio Oroño,Bicisenda Bulevar Nicasio Oroño,Bicisenda,Bulevar,-2,Male,
Lorenzo Lugones,Lorenzo Lugones,Lorenzo,Lugones,-2,Male,
Avenida Francisco Solano López,Francisco Solano López,Francisco,Solano,-2,Male,
Pasaje Wilson,Wilson,Wilson,,-2,Male,
Darien,Darien,Darien,,-2,Male,
Pasaje Bialet Massé,Bialet Massé,Bialet,Massé,-2,Male,
Pasaje Lord Kelvin,Lord Kelvin,Lord,Kelvin,-2,Male,
Lord Kelvin,Lord Kelvin,Lord,Kelvin,-2,Male,
Pasaje Isidoro Aliau,Isidoro Aliau,Isidoro,Aliau,-2,Male,
Newton,Newton,Newton,,-2,Male,
Renaud,Renaud,Renaud,,-2,Male,
Manuel de Falla,Manuel de Falla,Manuel,de,-2,Male,
Ricardo Wagner,Ricardo Wagner,Ricardo,Wagner,-2,Male,
Adolfo S. Carranza,Adolfo S. Carranza,Adolfo,S.,-2,Male,
Federico Chopin,Federico Chopin,Federico,Chopin,-2,Male,
Domingo Faustino Sarmiento,Domingo Faustino Sarmiento,Domingo,Faustino,-2,Male,
Bernardo Houssay,Bernardo Houssay,Bernardo,Houssay,-2,Male,
Francisco Ramírez,Francisco Ramírez,Francisco,Ramírez,-2,Male,
Luis Federico Leloir,Luis Federico Leloir,Luis,Federico,-2,Male,
Juan Bautista Bustos,Juan Bautista Bustos,Juan,Bautista,-2,Male,
San José,San José,San,José,-2,Male,
Avenida San Nicolás,San Nicolás,San,Nicolás,-2,Male,
Juan José Castelli,Juan José Castelli,Juan,José,-2,Male,
Juan José Paso,Juan José,Juan,José,-2,Male,
Manuel Sarratea,Manuel Sarratea,Manuel,Sarratea,-2,Male,
Cornelio Saavedra,Cornelio Saavedra,Cornelio,Saavedra,-2,Male,
Juan Larrea,Juan Larrea,Juan,Larrea,-2,Male,
Manuel José de Lavardén,Manuel José de Lavardén,Manuel,José,-2,Male,
Pablo Teodoro Fels,Pablo Teodoro Fels,Pablo,Teodoro,-2,Male,
Ángel María Zuloaga,Ángel María Zuloaga,Ángel,María,-2,Male,
Colectora Ernesto Che Guevara,Colectora Ernesto Che Guevara,Colectora,Ernesto,-2,Male,
Avenida San José de Calasanz,San José Calasanz,San,José,-2,Male,
Luis La Flor,Luis La Flor,Luis,La,-2,Male,
Victor Hugo,Victor Hugo,Victor,Hugo,-2,Male,
Albert Camus,Albert Camus,Albert,Camus,-2,Male,
Francisco Plano,Francisco Plano,Francisco,Plano,-2,Male,
Di Sarli,Di Sarli,Di,Sarli,-2,Male,
Edmundo Rivero,Edmundo Rivero,Edmundo,Rivero,-2,Male,
Astor Piazzolla,Astor Piazzolla,Astor,Piazzolla,-2,Male,
Garcia del Cossio,Garcia del Cossio,Garcia,del,-2,Male,
Homero,Homero,Homero,,-2,Male,
Oliveros,Oliveros,Oliveros,,-2,Male,
Miguel Ángel Carcano,Miguel Ángel Carcano,Miguel,Ángel,-2,Male,
Guillermo Penn,Guillermo Penn,Guillermo,Penn,-2,Male,
Juaquín Lagos,Juaquín Lagos,Juaquín,Lagos,-2,Male,
Mateo Booz,Mateo Booz,Mateo,Booz,-2,Male,
Francisco Canaro,Francisco Canaro,Francisco,Canaro,-2,Male,
Osvaldo Pugliese,Osvaldo Pugliese,Osvaldo,Pugliese,-2,Male,
Carlos Gardel,Carlos Gardel,Carlos,Gardel,-2,Male,
Juan Nochetto,Juan Nochetto,Juan,Nochetto,-2,Male,
Filiberto,Filiberto,Filiberto,,-2,Male,
Camino Rural Campo Soso,Rural Campo Soso,Rural,Campo,-2,Male,
E. Hudson,E. Hudson,E.,Hudson,-2,Male,
Rafael Obligado,Rafael Obligado,Rafael,Obligado,-2,Male,
Ruben Dario,Ruben Dario,Ruben,Dario,-2,Male,
Miguel de Cervantes,Miguel de Cervantes,Miguel,de,-2,Male,
Esteban Echeverria,Esteban Echeverria,Esteban,Echeverria,-2,Male,
Dante Alighieri,Dante Alighieri,Dante,Alighieri,-2,Male,
Olegario V Andrade,Olegario V Andrade,Olegario,V,-2,Male,
José María Gutierrez,José María Gutierrez,José,María,-2,Male,
Juan Gregorio de Las Heras,Juan Gregorio de Las Heras,Juan,Gregorio,-2,Male,
Melquíades Salvá,Melquíades Salvá,Melquíades,Salvá,-2,Male,
Julián de Leiva,Julián de Leiva,Julián,de,-2,Male,
Ferrán,Ferrán,Ferrán,,-2,Male,
Progreso,Progreso,Progreso,,-2,Male,
Edison,Edison,Edison,,-2,Male,
José Mariano Serrano,José Mariano Serrano,José,Mariano,-2,Male,
Avenida Pedro de Castro Barros,Pedro Castro Barros,Pedro,Castro,-2,Male,
Fernando Gaspary,Fernando Gaspary,Fernando,Gaspary,-2,Male,
Marcelo T. de Alvear,Marcelo T. de Alvear,Marcelo,T.,-2,Male,
Alfredo de Arteaga,Alfredo de Arteaga,Alfredo,de,-2,Male,
Salva,Salva,Salva,,-2,Male,
Marco Polo,Marco Polo,Marco,Polo,-2,Male,
Bulevar San Diego,Bulevar San Diego,Bulevar,San,-2,Male,
Pasaje Fray Justo Santa Maria de Oro,Fray Justo Santa Maria Oro,Fray,Justo,-2,Male,
Avenida Juan Domingo Perón,Juan Domingo Perón,Juan,Domingo,-2,Male,
José Chapo,José Chapo,José,Chapo,-2,Male,
Pasaje Santiago del Estero,Santiago Estero,Santiago,Estero,-2,Male,
Intendente Andreu,Intendente Andreu,Intendente,Andreu,-2,Male,
Pasaje Apolo,Apolo,Apolo,,-2,Male,
Pablo Iglesias,Pablo Iglesias,Pablo,Iglesias,-2,Male,
José Manuel Estrada,José Manuel Estrada,José,Manuel,-2,Male,
Jose Marmol,Jose Marmol,Jose,Marmol,-2,Male,
Pasaje Progreso,Progreso,Progreso,,-2,Male,
Pasaje San Carlos,San Carlos,San,Carlos,-2,Male,
Thomas Edison,Thomas Edison,Thomas,Edison,-2,Male,
Roque Sáenz Peña,Roque Sáenz Peña,Roque,Sáenz,-2,Male,
Paulo VI,Paulo VI,Paulo,VI,-2,Male,
Américo Vespucio,Américo Vespucio,Américo,Vespucio,-2,Male,
Avenida Leandro N. Alem,Leandro N. Alem,Leandro,N.,-2,Male,
San Rafael,San Rafael,San,Rafael,-2,Male,
Intendente M. Bruno,Intendente M. Bruno,Intendente,M.,-2,Male,
Guido Spano,Guido Spano,Guido,Spano,-2,Male,
Bulevar Ingreso Antonio Buey,Bulevar Ingreso Antonio Buey,Bulevar,Ingreso,-2,Male,
