calle,calle filtrada,calle filtrada2,factor fiabilidad,gender,wikipedia
Carrer de Juan Valera,Juan Valera,,-0.5,Male,
carrer de Juan Valera,Juan Valera,,-0.5,Male,
Carrer de Julià,Julià,,-0.5,Male,
Carrer de Julià Portet,Julià Portet,,-0.5,Male,
carrer de Julián Gayarre,Julián Gayarre,,-0.5,Male,
Carrer de Julián Romea,Julián Romea,,-0.5,Male,
Carrer de Julien Mamet,Julien Mamet,,-0.5,Male,
Carrer de l'Abat Escarré,Abat Escarré,,-0.5,Male,
carrer de l'Abat Escarré,Abat Escarré,,-0.5,Male,
Carrer de l'Abat Odó,Abat Odó,,-0.5,Male,
Carrer de l'Abat Odó,Abat Odó,,-0.5,Male,
Carrer de l'Abat Safont,Abat Safont,,-0.5,Male,
Carrer de l'Abat Samsó,Abat Samsó,,-0.5,Male,
Carrer de l'Arc de Sant Pau,Arc Sant Pau,,-0.5,Male,
Carrer de l'Arc de Sant Pau,Arc Sant Pau,,-0.5,Male,
Carrer de l'Arc de Sant Ramon del Call,Arc Sant Ramon Call,,-0.5,Male,
carrer de l'Aviador Franco,Aviador Franco,,-0.5,Male,
Carrer de l'Avió Plus Ultra,Avió Plus Ultra,,-0.5,Male,
Carrer de l'escultor Manuel Hugué,escultor Manuel Hugué,,-0.5,Male,
Carrer de l'Hort de Sant Pau,Hort Sant Pau,,-0.5,Male,
Carrer de l'Hort de Sant Pau,Hort Sant Pau,,-0.5,Male,
Carrer de la Comtessa de Pardo Bazán,Comtessa Pardo Bazán,,-0.5,Male,
Carrer de la Pepeta de Cal Bardissa,Pepeta Cal Bardissa,,-0.5,Male,
Carrer de la Vídua Vives,Vídua Vives,,-0.5,Male,
Carrer de Laureà Miró,Laureà Miró,,-0.5,Male,
Carrer de Laureà Miró,Laureà Miró,,-0.5,Male,
Carrer de Leopoldo Alas,Leopoldo Alas,,-0.5,Male,
Carrer de les Arenes de Sant Pere,Arenes Sant Pere,,-0.5,Male,
Carrer de les Basses de Sant Pere,Basses Sant Pere,,-0.5,Male,
Carrer de les Trompetes de Jaume I,Trompetes Jaume I,,-0.5,Male,
Carrer de Lincoln,Lincoln,,-0.5,Male,
Carrer de Lleó,Lleó,,-0.5,Male,
Carrer de Lleó,Lleó,,-0.5,Male,
Carrer de Lleó XIII,Lleó XIII,,-0.5,Male,
Carrer de Lleó XIII,Lleó XIII,,-0.5,Male,
Carrer de Llorenç Pahissa,Llorenç Pahissa,,-0.5,Male,
Carrer de Lluís Bonifaç,Lluís Bonifaç,,-0.5,Male,
Carrer de Lluís Castells,Lluís Castells,,-0.5,Male,
Carrer de Lluis Companys,Lluis Companys,,-0.5,Male,
Carrer de Lluís Companys,Lluís Companys,,-0.5,Male,
Carrer de Lluís Domenech i Montaner,Lluís Domenech i Montaner,,-0.5,Male,
Carrer de Lluís Foyé,Lluís Foyé,,-0.5,Male,
Carrer de Lluís Labarta,Lluís Labarta,,-0.5,Male,
Carrer de Lluís Marià Vidal,Lluís Marià Vidal,,-0.5,Male,
Carrer de Lluis Millet,Lluis Millet,,-0.5,Male,
Carrer de Lluís Millet,Lluís Millet,,-0.5,Male,
Carrer de Lluís Nicolau i d'Olwer,Lluís Nicolau i Olwer,,-0.5,Male,
Carrer de Lluis Nicolau i l'Olwer,Lluis Nicolau i l'Olwer,,-0.5,Male,
Carrer de Lluís Pericot,Lluís Pericot,,-0.5,Male,
Carrer de Lluís Sagnier,Lluís Sagnier,,-0.5,Male,
Carrer de Lluís Solé i Sabarís,Lluís Solé i Sabarís,,-0.5,Male,
Carrer de Lluis Vives,Lluis Vives,,-0.5,Male,
Carrer de Lluís Vives,Lluís Vives,,-0.5,Male,
Carrer de Louis Blériot,Louis Blériot,,-0.5,Male,
Carrer de Lucà,Lucà,,-0.5,Male,
Carrer de Luis Antúnez,Luis Antúnez,,-0.5,Male,
Carrer de Mahatma Ghandi,Mahatma Ghandi,,-0.5,Male,
Carrer de Manuel Angelon,Manuel Angelon,,-0.5,Male,
Carrer de Manuel Arnús,Manuel Arnús,,-0.5,Male,
Carrer de Manuel Bertrand,Manuel Bertrand,,-0.5,Male,
Carrer de Manuel de Falla,Manuel de Falla,,-0.5,Male,
Carrer de Manuel de Falla,Manuel de Falla,,-0.5,Male,
carrer de Manuel de Falla,Manuel de Falla,,-0.5,Male,
Carrer de Manuel de Lasarte i Pessino,Manuel de Lasarte i Pessino,,-0.5,Male,
Carrer de Manuel de Pedrolo,Manuel de Pedrolo,,-0.5,Male,
Carrer de Manuel Mariné,Manuel Mariné,,-0.5,Male,
Carrer de Manuel Ramon,Manuel Ramon,,-0.5,Male,
Carrer de Manuel Sancho,Manuel Sancho,,-0.5,Male,
Carrer de Marc Aureli,Marc Aureli,,-0.5,Male,
Carrer de Marcel·lí,Marcel·lí,,-0.5,Male,
Carrer de Marcel·lí Calvet,Marcel·lí Calvet,,-0.5,Male,
Carrer de Marcel·lí Esquius,Marcel·lí Esquius,,-0.5,Male,
Carrer de Marco Polo,Marco Polo,,-0.5,Male,
Carrer de Marconi,Marconi,,-0.5,Male,
carrer de Marín,Marín,,-0.5,Male,
Carrer de Marquet,Marquet,,-0.5,Male,
Carrer de Martí,Martí,,-0.5,Male,
Carrer de Martí i Alsina,Martí i Alsina,,-0.5,Male,
Carrer de Martí i Codolar,Martí i Codolar,,-0.5,Male,
Carrer de Martí i Franquès,Martí i Franquès,,-0.5,Male,
Carrer de Martí i Julià,Martí i Julià,,-0.5,Male,
Carrer de Martí Molins,Martí Molins,,-0.5,Male,
Carrer de Mateu,Mateu,,-0.5,Male,
Carrer de Mateu Ferran,Mateu Ferran,,-0.5,Male,
Carrer de Maurici Serrahima,Maurici Serrahima,,-0.5,Male,
Carrer de Maurici Vilomara,Maurici Vilomara,,-0.5,Male,
Carrer de Maurici Vilomara,Maurici Vilomara,,-0.5,Male,
Carrer de Melcior Llavinès,Melcior Llavinès,,-0.5,Male,
Carrer de Menendez Pelayo,Menendez Pelayo,,-0.5,Male,
Carrer de Mestre Lluis Millet,Mestre Lluis Millet,,-0.5,Male,
Carrer de Michel Reynard,Michel Reynard,,-0.5,Male,
Carrer de Milton,Milton,,-0.5,Male,
Carrer de Miquel i Badia,Miquel i Badia,,-0.5,Male,
Carrer de Moosèn Amadeu Oller,Moosèn Amadeu Oller,,-0.5,Male,
Carrer de Mossèn Alfons Ramírez,Mossèn Alfons Ramírez,,-0.5,Male,
Carrer de Mossèn Amadeu Oller,Mossèn Amadeu Oller,,-0.5,Male,
Carrer de Mossen Andreu,Mossen Andreu,,-0.5,Male,
Carrer de Mossen Cinto Verdaguer,Mossen Cinto Verdaguer,,-0.5,Male,
Carrer de Mossèn Cinto Verdaguer,Mossèn Cinto Verdaguer,,-0.5,Male,
carrer de Mossèn Cinto Verdaguer,Mossèn Cinto Verdaguer,,-0.5,Male,
Carrer de Mossèn Francesc Alberti,Mossèn Francesc Alberti,,-0.5,Male,
Carrer de Mossen Jacint Verdaguer,Mossen Jacint Verdaguer,,-0.5,Male,
Carrer de Mossen Jacint Verdaguer,Mossen Jacint Verdaguer,,-0.5,Male,
Carrer de Mossèn Jacint Verdaguer,Mossèn Jacint Verdaguer,,-0.5,Male,
Carrer de Mossèn Jacinto Verdaguer,Mossèn Jacinto Verdaguer,,-0.5,Male,
Carrer de Mossèn Jaume Rafanell,Mossèn Jaume Rafanell,,-0.5,Male,
Carrer de Mossèn Joaquim Palet,Mossèn Joaquim Palet,,-0.5,Male,
Carrer de Mossèn Josep Bundó,Mossèn Josep Bundó,,-0.5,Male,
Carrer de Mossèn Masdexexart,Mossèn Masdexexart,,-0.5,Male,
Carrer de Mossèn Pere Tarrés,Mossèn Pere Tarrés,,-0.5,Male,
Carrer de Mossèn Vives,Mossèn Vives,,-0.5,Male,
Carrer de Mossèn Xiró,Mossèn Xiró,,-0.5,Male,
Carrer de Mozart,Mozart,,-0.5,Male,
Carrer de Murillo,Murillo,,-0.5,Male,
Carrer de Narcís Bages,Narcís Bages,,-0.5,Male,
Carrer de Narcís Monturiol,Narcís Monturiol,,-0.5,Male,
Carrer de Narcís Monturiol,Narcís Monturiol,,-0.5,Male,
carrer de Nelson Mandela,Nelson Mandela,,-0.5,Male,
Carrer de Pablo Neruda,Pablo Neruda,,-0.5,Male,
Carrer de Palau,Palau,,-0.5,Male,
Carrer de Papin,Papin,,-0.5,Male,
Carrer de Pardo,Pardo,,-0.5,Male,
Carrer de Pascual i Vila,Pascual i Vila,,-0.5,Male,
Carrer de Pasteur,Pasteur,,-0.5,Male,
Carrer de Pau Alcover,Pau Alcover,,-0.5,Male,
Carrer de Pau Alsina,Pau Alsina,,-0.5,Male,
Carrer de Pau Casals,Pau Casals,,-0.5,Male,
Carrer de Pau Casals,Pau Casals,,-0.5,Male,
Carrer de Pau Ferran,Pau Ferran,,-0.5,Male,
Carrer de Pau Gargallo,Pau Gargallo,,-0.5,Male,
carrer de Pau Giralt,Pau Giralt,,-0.5,Male,
carrer de Pau Piferrer,Pau Piferrer,,-0.5,Male,
Carrer de Pau Riera,Pau Riera,,-0.5,Male,
carrer de Pau Rodon,Pau Rodon,,-0.5,Male,
Carrer de Pau Romeva,Pau Romeva,,-0.5,Male,
Carrer de Pau Ruiz Picasso,Pau Ruiz Picasso,,-0.5,Male,
Carrer de Pau Sabater,Pau Sabater,,-0.5,Male,
Carrer de Pau Torres,Pau Torres,,-0.5,Male,
Carrer de Pau Vergós,Pau Vergós,,-0.5,Male,
Carrer de pedro Calderón de la Barca,pedro Calderón Barca,,-0.5,Male,
Carrer de Pedro i Pons,Pedro i Pons,,-0.5,Male,
Carrer de Pere Álvarez,Pere Álvarez,,-0.5,Male,
Carrer de Pere Àlvarez,Pere Àlvarez,,-0.5,Male,
Carrer de Pere Calders,Pere Calders,,-0.5,Male,
carrer de Pere d'Artés,Pere Artés,,-0.5,Male,
Carrer de Pere de Montcada,Pere de Montcada,,-0.5,Male,
Carrer de Pere Galvany,Pere Galvany,,-0.5,Male,
Carrer de Pere II de Montcada,Pere II de Montcada,,-0.5,Male,
Carrer de Pere III,Pere III,,-0.5,Male,
Carrer de Pere IV,Pere IV,,-0.5,Male,
Carrer de Pere IV,Pere IV,,-0.5,Male,
Carrer de Pere Joan,Pere Joan,,-0.5,Male,
Carrer de Pere Llobet,Pere Llobet,,-0.5,Male,
carrer de Pere Martell,Pere Martell,,-0.5,Male,
Carrer de Pere Pau,Pere Pau,,-0.5,Male,
Carrer de Pere Pelegrí,Pere Pelegrí,,-0.5,Male,
Carrer de Pere Serafí,Pere Serafí,,-0.5,Male,
carrer de Pere Tarrés,Pere Tarrés,,-0.5,Male,
Carrer de Porta,Porta,,-0.5,Male,
Carrer de Prat d'en Roquer,Prat en Roquer,,-0.5,Male,
carrer de Rafael Ballús,Rafael Ballús,,-0.5,Male,
Carrer de Rafael Barradas,Rafael Barradas,,-0.5,Male,
Carrer de Rafael Batlle,Rafael Batlle,,-0.5,Male,
Carrer de Rafael Capdevila,Rafael Capdevila,,-0.5,Male,
Carrer de Rafael Casanova,Rafael Casanova,,-0.5,Male,
Carrer de Rafael Casanova,Rafael Casanova,,-0.5,Male,
Carrer de Rafael Casanova i Comes,Rafael Casanova i Comes,,-0.5,Male,
Carrer de Rafael Julià i Roses,Rafael Julià i Roses,,-0.5,Male,
Carrer de Ramiro de Maeztu,Ramiro de Maeztu,,-0.5,Male,
Carrer de Ramis,Ramis,,-0.5,Male,
Carrer de Ramon Albó,Ramon Albó,,-0.5,Male,
Carrer de Ramon Batlle,Ramon Batlle,,-0.5,Male,
Carrer de Ramon Berenguer el Vell,Ramon Berenguer el Vell,,-0.5,Male,
carrer de Ramon Casas,Ramon Casas,,-0.5,Male,
Carrer de Ramon Casas,Ramon Casas,,-0.5,Male,
Carrer de Ramon i Cajal,Ramon i Cajal,,-0.5,Male,
Carrer de Ramon Llull,Ramon Llull,,-0.5,Male,
carrer de Ramon Llull,Ramon Llull,,-0.5,Male,
Carrer de Ramon Llull,Ramon Llull,,-0.5,Male,
Carrer de Ramon Llull,Ramon Llull,,-0.5,Male,
Carrer de Ramon Martí Alsina,Ramon Martí Alsina,,-0.5,Male,
Carrer de Ramon Mas,Ramon Mas,,-0.5,Male,
Carrer de Ramon Menéndez Pidal,Ramon Menéndez Pidal,,-0.5,Male,
Carrer de Ramon Miquel i Planas,Ramon Miquel i Planas,,-0.5,Male,
Carrer de Ramon Rocafull,Ramon Rocafull,,-0.5,Male,
Carrer de Ramon Sala i Messeguer,Ramon Sala i Messeguer,,-0.5,Male,
Carrer de Ramon Trias Fargas,Ramon Trias Fargas,,-0.5,Male,
Carrer de Ramon Turró,Ramon Turró,,-0.5,Male,
Carrer de Rembrandt,Rembrandt,,-0.5,Male,
Carrer de Ricardo Villa,Ricardo Villa,,-0.5,Male,
Carrer de Roc Boronat,Roc Boronat,,-0.5,Male,
Carrer de Rodrigo Caro,Rodrigo Caro,,-0.5,Male,
Carrer de Rodríguez,Rodríguez,,-0.5,Male,
Carrer de Rogent,Rogent,,-0.5,Male,
Carrer de Roger de Flor,Roger de Flor,,-0.5,Male,
Carrer de Roger de Lluria,Roger de Lluria,,-0.5,Male,
Carrer de Roger de Llúria,Roger de Llúria,,-0.5,Male,
carrer de Roger de Llúria,Roger de Llúria,,-0.5,Male,
Carrer de Roman Macaya,Roman Macaya,,-0.5,Male,
Carrer de Rossend Arús,Rossend Arús,,-0.5,Male,
Carrer de Rossend Arús,Rossend Arús,,-0.5,Male,
Carrer de Rossend Nobas,Rossend Nobas,,-0.5,Male,
Carrer de Rossini,Rossini,,-0.5,Male,
Carrer de Rubén Darío,Rubén Darío,,-0.5,Male,
Carrer de Rubens,Rubens,,-0.5,Male,
Carrer de Rupert Lladó,Rupert Lladó,,-0.5,Male,
Carrer de Ruperto Chapí,Ruperto Chapí,,-0.5,Male,
Carrer de Salvador Alarma,Salvador Alarma,,-0.5,Male,
Carrer de Salvador Allende,Salvador Allende,,-0.5,Male,
Carrer de Salvador Aulèstia,Salvador Aulèstia,,-0.5,Male,
Carrer de Salvador Aulet,Salvador Aulet,,-0.5,Male,
Carrer de Salvador Dalí,Salvador Dalí,,-0.5,Male,
Carrer de Salvador Espriu,Salvador Espriu,,-0.5,Male,
Carrer de Salvador Espriu,Salvador Espriu,,-0.5,Male,
Carrer de Salvador Espriu,Salvador Espriu,,-0.5,Male,
Carrer de Salvador Hedilla Pineda,Salvador Hedilla Pineda,,-0.5,Male,
Carrer de Salvador Mundí,Salvador Mundí,,-0.5,Male,
Carrer de Salvador Seguí,Salvador Seguí,,-0.5,Male,
carrer de Salvador Seguí 'Noi del Sucre',Salvador Seguí 'Noi Sucre',,-0.5,Male,
Carrer de Samaniego,Samaniego,,-0.5,Male,
Carrer de Sant Adrià,Sant Adrià,,-0.5,Male,
Carrer de Sant Agustí,Sant Agustí,,-0.5,Male,
Carrer de Sant Agustí,Sant Agustí,,-0.5,Male,
Carrer de Sant Agustí,Sant Agustí,,-0.5,Male,
Carrer de Sant Albert Magne,Sant Albert Magne,,-0.5,Male,
Carrer de Sant Anastasi,Sant Anastasi,,-0.5,Male,
Carrer de Sant Andreu,Sant Andreu,,-0.5,Male,
Carrer de Sant Antoni,Sant Antoni,,-0.5,Male,
Carrer de Sant Antoni,Sant Antoni,,-0.5,Male,
Carrer de Sant Antoni Abad,Sant Antoni Abad,,-0.5,Male,
Carrer de Sant Antoni Abat,Sant Antoni Abat,,-0.5,Male,
Carrer de Sant Antoni dels Sombrerers,Sant Antoni Sombrerers,,-0.5,Male,
Carrer de Sant Baltasar,Sant Baltasar,,-0.5,Male,
Carrer de Sant Bartomeu,Sant Bartomeu,,-0.5,Male,
carrer de sant Bartomeu,sant Bartomeu,,-0.5,Male,
Carrer de Sant Bartomeu de la Quadra,Sant Bartomeu Quadra,,-0.5,Male,
Carrer de Sant Benet,Sant Benet,,-0.5,Male,
Carrer de Sant Bernabe,Sant Bernabe,,-0.5,Male,
Carrer de Sant Bernat,Sant Bernat,,-0.5,Male,
Carrer de Sant Bertran,Sant Bertran,,-0.5,Male,
Carrer de Sant Boi,Sant Boi,,-0.5,Male,
Carrer de Sant Bru,Sant Bru,,-0.5,Male,
Carrer de Sant Camil,Sant Camil,,-0.5,Male,
Carrer de Sant Camil,Sant Camil,,-0.5,Male,
Carrer de Sant Carles,Sant Carles,,-0.5,Male,
Carrer de Sant Carles,Sant Carles,,-0.5,Male,
carrer de Sant Carles,Sant Carles,,-0.5,Male,
Carrer de Sant Crispí,Sant Crispí,,-0.5,Male,
Carrer de Sant Cristòfol,Sant Cristòfol,,-0.5,Male,
Carrer de Sant Cugat,Sant Cugat,,-0.5,Male,
Carrer de Sant Dalmir,Sant Dalmir,,-0.5,Male,
Carrer de Sant Delfí,Sant Delfí,,-0.5,Male,
Carrer de Sant Domènec,Sant Domènec,,-0.5,Male,
Carrer de Sant Domènec de Santa Caterina,Sant Domènec de Santa Caterina,,-0.5,Male,
Carrer de Sant Domènec del Call,Sant Domènec Call,,-0.5,Male,
Carrer de Sant Domingo de Guzmán,Sant Domingo de Guzmán,,-0.5,Male,
Carrer de Sant Elies,Sant Elies,,-0.5,Male,
Carrer de Sant Elm,Sant Elm,,-0.5,Male,
Carrer de Sant Elm,Sant Elm,,-0.5,Male,
Carrer de Sant Eloi,Sant Eloi,,-0.5,Male,
Carrer de Sant Erasme,Sant Erasme,,-0.5,Male,
Carrer de Sant Eudald,Sant Eudald,,-0.5,Male,
Carrer de Sant Eusebi,Sant Eusebi,,-0.5,Male,
Carrer de Sant Felip i d'en Rosés,Sant Felip i en Rosés,,-0.5,Male,
Carrer de Sant Felip Neri,Sant Felip Neri,,-0.5,Male,
Carrer de Sant Feliu de Guíxols,Sant Feliu de Guíxols,,-0.5,Male,
Carrer de Sant Feliu de Llobregat,Sant Feliu de Llobregat,,-0.5,Male,
carrer de Sant Fermí,Sant Fermí,,-0.5,Male,
Carrer de Sant Ferran,Sant Ferran,,-0.5,Male,
Carrer de Sant Ferran,Sant Ferran,,-0.5,Male,
Carrer de Sant Ferran,Sant Ferran,,-0.5,Male,
Carrer de Sant Ferriol,Sant Ferriol,,-0.5,Male,
Carrer de Sant Francesc,Sant Francesc,,-0.5,Male,
Carrer de Sant Francesc d'Assis,Sant Francesc Assis,,-0.5,Male,
Carrer de Sant Francesc d'Assis,Sant Francesc Assis,,-0.5,Male,
Carrer de Sant Francesc d'Assís,Sant Francesc Assís,,-0.5,Male,
Carrer de Sant Francesc d'Assís,Sant Francesc Assís,,-0.5,Male,
Carrer de Sant Francesc Xavier,Sant Francesc Xavier,,-0.5,Male,
Carrer de Sant Francesc Xavier,Sant Francesc Xavier,,-0.5,Male,
Carrer de Sant Francesc Xavier,Sant Francesc Xavier,,-0.5,Male,
Carrer de Sant Frederic,Sant Frederic,,-0.5,Male,
Carrer de Sant Fructuós,Sant Fructuós,,-0.5,Male,
Carrer de Sant Gaudenci,Sant Gaudenci,,-0.5,Male,
Carrer de Sant Germà,Sant Germà,,-0.5,Male,
Carrer de Sant Gervasi de Cassoles,Sant Gervasi de Cassoles,,-0.5,Male,
Carrer de Sant Gil,Sant Gil,,-0.5,Male,
carrer de Sant Gonçal,Sant Gonçal,,-0.5,Male,
Carrer de Sant Gregori,Sant Gregori,,-0.5,Male,
Carrer de Sant Gregori,Sant Gregori,,-0.5,Male,
Carrer de Sant Guillem,Sant Guillem,,-0.5,Male,
Carrer de Sant Hermenegild,Sant Hermenegild,,-0.5,Male,
Carrer de Sant Hilari de Sacalm,Sant Hilari de Sacalm,,-0.5,Male,
Carrer de Sant Hipòlit,Sant Hipòlit,,-0.5,Male,
Carrer de Sant Honorat,Sant Honorat,,-0.5,Male,
carrer de Sant Ignasi,Sant Ignasi,,-0.5,Male,
Carrer de Sant Ignasi,Sant Ignasi,,-0.5,Male,
Carrer de Sant Ildefons,Sant Ildefons,,-0.5,Male,
Carrer de Sant Iscle,Sant Iscle,,-0.5,Male,
Carrer de Sant Isidre,Sant Isidre,,-0.5,Male,
Carrer de Sant Isidre,Sant Isidre,,-0.5,Male,
Carrer de Sant Isidre,Sant Isidre,,-0.5,Male,
Carrer de Sant Jacint,Sant Jacint,,-0.5,Male,
Carrer de Sant Jaume,Sant Jaume,,-0.5,Male,
Carrer de Sant Jaume,Sant Jaume,,-0.5,Male,
Carrer de Sant Jaume,Sant Jaume,,-0.5,Male,
Carrer de Sant Jeroni,Sant Jeroni,,-0.5,Male,
carrer de Sant Jeroni,Sant Jeroni,,-0.5,Male,
Carrer de Sant Jeroni,Sant Jeroni,,-0.5,Male,
Carrer de Sant Joaquim,Sant Joaquim,,-0.5,Male,
Carrer de Sant Joaquim,Sant Joaquim,,-0.5,Male,
carrer de Sant Joaquim,Sant Joaquim,,-0.5,Male,
Carrer de Sant Jordi,Sant Jordi,,-0.5,Male,
carrer de sant Jordi,sant Jordi,,-0.5,Male,
Carrer de Sant Jordi,Sant Jordi,,-0.5,Male,
Carrer de Sant Josep,Sant Josep,,-0.5,Male,
Carrer de Sant Josep,Sant Josep,,-0.5,Male,
Carrer de Sant Josep,Sant Josep,,-0.5,Male,
Carrer de Sant Josep Cottolengo,Sant Josep Cottolengo,,-0.5,Male,
Carrer de Sant Josep i d'en Rosés,Sant Josep i en Rosés,,-0.5,Male,
Carrer de Sant Josep Oriol,Sant Josep Oriol,,-0.5,Male,
Carrer de Sant Just,Sant Just,,-0.5,Male,
Carrer de Sant Liguori,Sant Liguori,,-0.5,Male,
Carrer de Sant Llàtzer,Sant Llàtzer,,-0.5,Male,
Carrer de Sant Llorenç,Sant Llorenç,,-0.5,Male,
Carrer de Sant Llorenç,Sant Llorenç,,-0.5,Male,
Carrer de Sant Lluis,Sant Lluis,,-0.5,Male,
Carrer de Sant LLuis,Sant LLuis,,-0.5,Male,
Carrer de Sant Lluis,Sant Lluis,,-0.5,Male,
Carrer de Sant Lluís,Sant Lluís,,-0.5,Male,
Carrer de Sant Lluís,Sant Lluís,,-0.5,Male,
Carrer de Sant Lluís,Sant Lluís,,-0.5,Male,
Carrer de Sant Magí,Sant Magí,,-0.5,Male,
Carrer de Sant Magí,Sant Magí,,-0.5,Male,
Carrer de Sant Marc,Sant Marc,,-0.5,Male,
Carrer de Sant Màrius,Sant Màrius,,-0.5,Male,
Carrer de Sant Martí,Sant Martí,,-0.5,Male,
Carrer de Sant Martí de l'Erm,Sant Martí Erm,,-0.5,Male,
Carrer de Sant Martí de Porres,Sant Martí de Porres,,-0.5,Male,
Carrer de Sant Mateu,Sant Mateu,,-0.5,Male,
Carrer de Sant Mateu,Sant Mateu,,-0.5,Male,
Carrer de Sant Maurici,Sant Maurici,,-0.5,Male,
carrer de Sant Medir,Sant Medir,,-0.5,Male,
Carrer de Sant Medir,Sant Medir,,-0.5,Male,
Carrer de Sant Miquel,Sant Miquel,,-0.5,Male,
Carrer de Sant Narcís,Sant Narcís,,-0.5,Male,
Carrer de Sant Nicolau,Sant Nicolau,,-0.5,Male,
Carrer de Sant Oleguer,Sant Oleguer,,-0.5,Male,
Carrer de Sant Onofre,Sant Onofre,,-0.5,Male,
Carrer de Sant Pacià,Sant Pacià,,-0.5,Male,
carrer de Sant Pasqual,Sant Pasqual,,-0.5,Male,
Carrer de Sant Pau,Sant Pau,,-0.5,Male,
Carrer de Sant Pau,Sant Pau,,-0.5,Male,
Carrer de Sant Paulí de Nola,Sant Paulí de Nola,,-0.5,Male,
Carrer de Sant Pere,Sant Pere,,-0.5,Male,
Carrer de Sant Pere,Sant Pere,,-0.5,Male,
Carrer de Sant Pere Claver,Sant Pere Claver,,-0.5,Male,
Carrer de Sant Pere d'Abanto,Sant Pere Abanto,,-0.5,Male,
Carrer de Sant Pere de Romanies,Sant Pere de Romanies,,-0.5,Male,
Carrer de Sant Pere del Romaní,Sant Pere Romaní,,-0.5,Male,
Carrer de Sant Pere Màrtir,Sant Pere Màrtir,,-0.5,Male,
Carrer de Sant Pere Més Alt,Sant Pere Més Alt,,-0.5,Male,
Carrer de Sant Pere Més Alt,Sant Pere Més Alt,,-0.5,Male,
Carrer de Sant Pere Més Baix,Sant Pere Més Baix,,-0.5,Male,
Carrer de Sant Pere Més Baix,Sant Pere Més Baix,,-0.5,Male,
Carrer de Sant Pere Mitjà,Sant Pere Mitjà,,-0.5,Male,
Carrer de Sant Pol,Sant Pol,,-0.5,Male,
Carrer de Sant Rafael,Sant Rafael,,-0.5,Male,
Carrer de Sant Rafael,Sant Rafael,,-0.5,Male,
Carrer de Sant Rafel,Sant Rafel,,-0.5,Male,
Carrer de Sant Ramon,Sant Ramon,,-0.5,Male,
Carrer de Sant Ramon,Sant Ramon,,-0.5,Male,
carrer de Sant Ramon,Sant Ramon,,-0.5,Male,
Carrer de Sant Roc,Sant Roc,,-0.5,Male,
Carrer de Sant Roc,Sant Roc,,-0.5,Male,
Carrer de Sant Salvador,Sant Salvador,,-0.5,Male,
Carrer de Sant Salvador,Sant Salvador,,-0.5,Male,
Carrer de Sant Sebastià,Sant Sebastià,,-0.5,Male,
Carrer de Sant Sebastià,Sant Sebastià,,-0.5,Male,
Carrer de Sant Sebastià,Sant Sebastià,,-0.5,Male,
Carrer de Sant Silvestre,Sant Silvestre,,-0.5,Male,
Carrer de Sant Simplici,Sant Simplici,,-0.5,Male,
Carrer de Sant Valentí,Sant Valentí,,-0.5,Male,
Carrer de Sant Vicenç,Sant Vicenç,,-0.5,Male,
Carrer de Sant Vicenç,Sant Vicenç,,-0.5,Male,
Carrer de Severo Ochoa,Severo Ochoa,,-0.5,Male,
Carrer de Simó Oller,Simó Oller,,-0.5,Male,
Carrer de Simón Ferrer,Simón Ferrer,,-0.5,Male,
Carrer de Sòcrates,Sòcrates,,-0.5,Male,
Carrer de Tavern,Tavern,,-0.5,Male,
Carrer de Teodor Llorente,Teodor Llorente,,-0.5,Male,
Carrer de Teodor Llorente,Teodor Llorente,,-0.5,Male,
Carrer de Teodor Roviralta,Teodor Roviralta,,-0.5,Male,
Carrer de Tirso,Tirso,,-0.5,Male,
Carrer de Valentí Iglesias,Valentí Iglesias,,-0.5,Male,
Carrer de Valentí Iglésias,Valentí Iglésias,,-0.5,Male,
carrer de Vicenç Montal,Vicenç Montal,,-0.5,Male,
Carrer de Vicenç Zenon i Biosca,Vicenç Zenon i Biosca,,-0.5,Male,
Carrer de Vicente Ferrer,Vicente Ferrer,,-0.5,Male,
carrer de Víctor Balaguer,Víctor Balaguer,,-0.5,Male,
Carrer de Víctor Pradera,Víctor Pradera,,-0.5,Male,
Carrer de Vivaldi,Vivaldi,,-0.5,Male,
Carrer de Wagner,Wagner,,-0.5,Male,
Carrer de Wagner,Wagner,,-0.5,Male,
Carrer de Washington,Washington,,-0.5,Male,
Carrer de Watt,Watt,,-0.5,Male,
Carrer de Watt,Watt,,-0.5,Male,
Carrer de Zambrano,Zambrano,,-0.5,Male,
Carrer del Baró de Sant Lluís,Baró Sant Lluís,,-0.5,Male,
Carrer del Bruc,Bruc,,-0.5,Male,
carrer del Camí de Sant Jeroni de la Murtra,carrer  Sant Jeroni Murtra,,-0.5,Male,
Carrer del Casal de Sant Jordi,Casal Sant Jordi,,-0.5,Male,
Carrer del Cavall Bernat,Cavall Bernat,,-0.5,Male,
Carrer del Cid,Cid,,-0.5,Male,
carrer del Cid Campeador,Cid Campeador,,-0.5,Male,
Carrer del Clos de Sant Francesc,Clos Sant Francesc,,-0.5,Male,
Carrer del Comte de Salvatierra,Comte Salvatierra,,-0.5,Male,
Carrer del Concili de Trento,Concili Trento,,-0.5,Male,
Carrer del Doctor Aiguader,Doctor Aiguader,,-0.5,Male,
Carrer del Doctor Alexandre Flemming,Doctor Alexandre Flemming,,-0.5,Male,
Carrer del Doctor Arús,Doctor Arús,,-0.5,Male,
