calle,calle filtrada,calle filtrada2,fiabilidad,gender,wikipedia
Camino Doctor Adolfo Brunel,Doctor Adolfo Brunel,,-1.0,Male,
Del Timbó,Del Timbó,,-0.37,Male,
Camino Doctor Antonio de Boni,Doctor Antonio Boni,,-0.5,Male,
Camino Doctor Miguel C. Rubino,Doctor Miguel C. Rubino,,-0.5,Male,
Doctor Maximiliano Rymarkiewicz,Doctor Maximiliano Rymarkiewicz,,-0.99,Male,
Martín Pescador,Martín Pescador,,-0.5,Male,
El Quijote,El Quijote,,-0.39,Male,
Camino Servando Gómez,Servando Gómez,,-0.5,Male,
Francisco Acuña de Figueroa,Francisco Acuña de Figueroa,,-0.5,Male,
Isidoro de María,Isidoro de María,,-0.48,Male,
Doctor Eduardo Acevedo,Doctor Eduardo Acevedo,,-1.0,Male,
Felipe Novoa,Felipe Novoa,,-0.5,Male,
Pedro Figari,Pedro Figari,,-1.0,Male,
Doctor Ricardo Areco,Doctor Ricardo Areco,,-0.5,Male,
Alcides de María,Alcides de María,,-0.4,Male,
Juan Ramón Gimenez,Juan Ramón Gimenez,,-0.99,Male,
San Martín,San Martín,,-0.5,Male,
Doctor Horacio García Lagos,Doctor Horacio García Lagos,,-0.5,Male,
Juan Manuel Blanes,Juan Manuel Blanes,,-0.99,Male,
Santiago Vázquez,Santiago Vázquez,,-1.0,Male,
Miguel Angel,Miguel Angel,,-1.0,Male,
Juan Pedro Beranger,Juan Pedro Beranger,,-0.99,Male,
Profesor Francisco Gamez Marín,Profesor Francisco Gamez Marín,,-0.5,Male,
Doctor José Francisco Arias,Doctor José Francisco Arias,,-0.45,Male,
Adolfo Lapuente,Adolfo Lapuente,,-1.0,Male,
Cooper,Cooper,,-0.48,Male,
Avenir Rosell,enir Rosell,,0.45,male,
Doctor Fructuoso Pittaluga Hijo,Doctor Fructuoso Pittaluga Hijo,,-0.5,Male,
César A. Pesce Castro,César  Pesce Castro,,-0.5,Male,
Doctor Manuel B Otero,Doctor Manuel B Otero,,-0.5,Male,
Avenida Doctor Juan Bautista Alberdi,Doctor Juan Bautista Alberdi,,-0.5,Male,
Pedro Domingo Murillo,Pedro Domingo Murillo,,-1.0,Male,
Mariano Uriarte,Mariano Uriarte,,-0.5,Male,
Avenida San Carlos de Bolívar,San Carlos Bolívar,,-0.46,Male,
Doctor Evangelio Bonilla,Doctor Evangelio Bonilla,,-0.5,Male,
Constancio C Vigil,Constancio C Vigil,,-0.95,Male,
Edmundo Bianchi,Edmundo Bianchi,,-0.5,Male,
Doctor Alvaro Vargas Guillemette,Doctor Alvaro Vargas Guillemette,,-0.5,Male,
Doctor Enrique Azarola,Doctor Enrique Azarola,,-0.5,Male,
Javier Mendivil,Javier Mendivil,,-1.0,Male,
Doctor Alfredo Vasquez Acevedo,Doctor Alfredo Vasquez Acevedo,,-1.0,Male,
Doctor Carlos María Sorín,Doctor Carlos María Sorín,,-0.49,Male,
Ingeniero Juan Andrés Álvarez Cortés,Ingeniero Juan Andrés Álvarez Cortés,,-0.5,Male,
Antonio Pena,Antonio Pena,,-0.5,Male,
Arquitecto José Livni,Arquitecto José Livni,,-0.3,Male,
Doctor Asdrubal Delgado,Doctor Asdrubal Delgado,,-0.99,Male,
Ingeniero Alvaro Correa Moreno,Ingeniero Alvaro Correa Moreno,,-0.5,Male,
Doctor Alberto Guani,Doctor Alberto Guani,,-0.5,Male,
Antonio Bachini,Antonio Bachini,,-0.5,Male,
Doctor Raúl E Baetghen,Doctor Raúl E Baetghen,,-0.5,Male,
Balbín y Vallejo,Balbín y jo,,0.89,Male,
Doctor Alfredo Giribaldi Oddo,Doctor Alfredo Giribaldi Oddo,,-1.0,Male,
Doctor Eduardo Blanco Acevedo,Doctor Eduardo Blanco Acevedo,,-1.0,Male,
Sir Eugen Millington Drake,Sir Eugen Millington Drake,,-0.41,Male,
Avenida Alfredo Arocena,Alfredo Arocena,,-1.0,Male,
Avenida Almirante Harwood,Almirante Harwood,,-0.5,Male,
Doctor Leonel Aguirre,Doctor Leonel Aguirre,,-0.5,Male,
Doctor Eduardo Juan Couture,Doctor Eduardo Juan Couture,,-0.5,Male,
César Cortinas,César Cortinas,,-1.0,Male,
Alfonso Brocqua,Alfonso Brocqua,,-0.5,Male,
Doctor Carlos Butler,Doctor Carlos Butler,,-0.5,Male,
Alfonso Espínola,Alfonso Espínola,,-0.5,Male,
Teniente Rinaldi,Teniente Rinaldi,,-0.5,Male,
Federico García Lorca,Federico García Lorca,,-0.5,Male,
Elias Regules,Elias Regules,,-0.5,Male,
Amado Nervo,Amado Nervo,,-0.5,Male,
Doctor Manuel Albo,Doctor Manuel Albo,,-0.5,Male,
Franklin Delano Roosevelt,Franklin Delano Roosevelt,,-0.49,Male,
Vaz Ferreira,Vaz Ferreira,,-0.5,Male,
General Artigas,General Artigas,,-0.5,Male,
Oribe,Oribe,,-0.5,Male,
San Pedro,San Pedro,,-0.25,Male,
San José,San José,,-0.5,Male,
San Juan,San Juan,,-0.5,Male,
Torres García,Torres García,,-0.5,Male,
San Antonio,San Antonio,,-0.5,Male,
San Carlos,San Carlos,,-0.46,Male,
San Pablo,San Pablo,,-0.5,Male,
San Luis,San Luis,,-0.45,Male,
Miguel de Cervantes Saavedra,Miguel de Cervantes Saavedra,,-1.0,Male,
Miguel De Cervantes Saavedra,Miguel De Cervantes Saavedra,,-1.0,Male,
Yamandú Rodríguez,Yamandú Rodríguez,,-1.0,Male,
José Alonso y Trelles,José Alonso y Trelles,,-0.31,Male,
Sancho Panza,Sancho Panza,,-0.48,Male,
Avenida Central Parque Roosevelt,Central Parque Roosevelt,,-0.99,Male,
Don Quijote de la Mancha,Don Quijote de la Mancha,,-0.49,Male,
Daymán,Daymán,,-0.5,Male,
Olimar Seco,Olimar Seco,,-0.5,Male,
Rafael Barret,Rafael Barret,,-0.5,Male,
Doctor Joaquín Secco Illa,Doctor Joaquín Secco Illa,,-0.47,Male,
Romulo Gallegos,Romulo Gallegos,,-0.5,Male,
Cesar Vallejo,Cesar jo,,-0.8,Male,
Antonio Machado,Antonio Machado,,-0.5,Male,
José Martí,José Martí,,-0.5,Male,
Doctor Celedonio Nin y Silva,Doctor Celedonio Nin y Silva,,-0.5,Male,
General Domingo French,General Domingo French,,-1.0,Male,
General Nariño,General Nariño,,-0.5,Male,
General Santander,General Santander,,-1.0,Male,
Ingeniero Víctor Sudriers,Ingeniero Víctor Sudriers,,-0.5,Male,
Eduardo Vernazza,Eduardo Vernazza,,-1.0,Male,
Hermano Patrick C Kelly,Hermano Patrick C Kelly,,-0.99,Male,
Arquitecto Eugenio Martínez Thedy,Arquitecto Eugenio Martínez Thedy,,-0.5,Male,
Teniente de Navío Mario Botto Aparicio,Teniente de Navío Mario Botto Aparicio,,-0.47,Male,
Alférez de Navío Clemente Pradines,Alférez de Navío Clemente Pradines,,-0.32,Male,
Ingeniero Luis Andreoni,Ingeniero Luis Andreoni,,-0.5,Male,
Domingo Bazzurro,Domingo Bazzurro,,-1.0,Male,
Avenida General Rivera,General Rivera,,-0.5,Male,
Rambla Tomás Berreta,Rambla Tomás Berreta,,-0.5,Male,
Doctor Dardo Regules,Doctor Dardo Regules,,-0.99,Male,
León Felipe,León Felipe,,-1.0,Male,
Paul Harris,Paul Harris,,-0.5,Male,
Rafael Barradas,Rafael Barradas,,-0.5,Male,
General Oribe,General Oribe,,-0.5,Male,
Miguel de Unamuno,Miguel de Unamuno,,-1.0,Male,
Puente de las Américas,Puente de las Américas,,-0.46,Male,
Avenida Ingeniero Luis Giannattasio,Ingeniero Luis Giannattasio,,-0.5,Male,
Arquitecto Ernesto Leborgne,Arquitecto Ernesto Leborgne,,-0.5,Male,
San Sebastián,San Sebastián,,-0.5,Male,
San Felipe,San Felipe,,-0.69,Male,
Capitán Juan Antonio Artigas,Capitán Juan Antonio Artigas,,-0.99,Male,
Los Cipreses,Los Cipreses,,-0.5,Male,
Dámaso Antonio Larrañaga,Dámaso Antonio Larrañaga,,-0.5,Male,
Bernardo O Higgins,Bernardo O Higgins,,-1.0,Male,
Jorge Washington,Jorge Washington,,-1.0,Male,
Camino al Paso Escobar,al Paso Escobar,,-0.48,Male,
De las estrellas,De las estrellas,,-0.46,Male,
Francisco Bonilla,Francisco Bonilla,,-0.5,Male,
Miguel Hidalgo,Miguel Hidalgo,,-1.0,Male,
Doctor Luis Morquio,Doctor Luis Morquio,,-0.5,Male,
Miguel Barreiro,Miguel Barreiro,,-1.0,Male,
General Simón Bolívar,General Simón Bolívar,,-0.5,Male,
Pedro Murillo,Pedro Murillo,,-0.5,Male,
José M. Morelli,José M. Morelli,,-0.29,Male,
Augusto Sandino,Augusto Sandino,,-0.5,Male,
Antonio José de Sucre,Antonio José de Sucre,,-0.5,Male,
Brigadier General Juan Antonio Lavalleja,Brigadier General Juan Antonio Lavalleja,,-0.5,Male,
General Fructuoso Rivera,General Fructuoso Rivera,,-0.5,Male,
Chico Mendes,Chico Mendes,,-0.97,Male,
Venancio Benavides,Venancio Benavides,,-0.5,Male,
Murillo,Murillo,,-0.5,Male,
Juan Santamaría,Juan Santamaría,,-0.5,Male,
General José Gervasio Artigas,General José Gervasio Artigas,,-0.42,Male,
General José de San Martín,General José de San Martín,,-0.41,Male,
Francisco Santander,Francisco Santander,,-0.5,Male,
Abraham Lincoln,Abraham Lincoln,,-1.0,Male,
Buenos Aires,Buenos Aires,,-0.81,Male,
Johan Sebastian Bach,Johan Sebastian Bach,,-0.5,Male,
"Gonzalo ""Gonchi"" Rodriguez","Gonzalo ""Gonchi"" Rodriguez",,-0.5,Male,
Fernando Ortogués,Fernando Ortogués,,-0.5,Male,
El Gaucho,El Gaucho,,-0.39,Male,
Camino Boiso Lanza,Boiso Lanza,,1.0,Male,
Avenida Luis Batlle Berres,Luis Batlle Berres,,-0.5,Male,
Pedro Bertech,Pedro Bertech,,-1.0,Male,
Agrimensor Carlos Hughes,Agrimensor Carlos Hughes,,-0.5,Male,
Ludwing Van Beethoven,Ludwing Van Beethoven,,-0.44,Male,
Solís,Solís,,-0.5,Male,
Colon,Colon,,-0.49,Male,
Johannes Brahms,Johannes Brahms,,-0.5,Male,
George Gershwin,George Gershwin,,-0.99,Male,
Maurice Ravel,Maurice Ravel,,-0.99,Male,
Horacio Quiroga,Horacio Quiroga,,-0.5,Male,
José Soler,José Soler,,-0.3,Male,
Giuseppe Verdi,Giuseppe Verdi,,-0.5,Male,
Richard Wagner,Richard Wagner,,-1.0,Male,
Cruz del Sur,Cruz del Sur,,-0.59,Male,
San Francisco,San Francisco,,-0.5,Male,
Roque Saenz Peña,Roque Saenz Peña,,-0.5,Male,
Juan Ivaldi,Juan Ivaldi,,-0.99,Male,
Carlos Reyles,Carlos Reyles,,-0.99,Male,
Andrés Cheveste,Andrés Cheveste,,-0.5,Male,
Raúl Jude,Raúl Jude,,-0.49,Male,
Juan José de Amézaga,Juan José de Amézaga,,-0.5,Male,
Juan Andrés Spikerman,Juan Andrés Spikerman,,-0.5,Male,
Martín Sturla,Martín Sturla,,-0.5,Male,
Enrico Carusso,Enrico Carusso,,-1.0,Male,
General Las Heras,General Las Heras,,-0.5,Male,
Javier De Viana,Javier De Viana,,-0.5,Male,
Avenida General Alvear,General Alvear,,-0.5,Male,
Bernardo O'Higgins,Bernardo O'Higgins,,-1.0,Male,
Rio Branco,Rio Branco,,-0.25,Male,
General Lavalleja,General Lavalleja,,-0.5,Male,
Colón,Colón,,-0.5,Male,
San Rafael,San Rafael,,-0.44,Male,
Montreal,Montreal,,-0.5,Male,
G. Zollesi,G. Zollesi,,-0.38,Male,
General Gestido,General Gestido,,-0.5,Male,
Horacio García Lagos,Horacio García Lagos,,-0.5,Male,
Canessa,Canessa,,1.0,Male,
Capitán Tula,Capitán Tula,,0.42,Male,
Capitán Tula,Capitán Tula,,0.42,Male,
Capri,Capri,,0.48,Male,
Manuel Nelson Varela Caceres,Manuel Nelson Varela Caceres,,-0.5,Male,
Doctor Alejandro Schroeder,Doctor Alejandro Schroeder,,-0.5,Male,
Doctor Andrés Puyol,Doctor Andrés Puyol,,-0.5,Male,
Luis Alberto Solari,Luis Alberto Solari,,-0.5,Male,
Avenida Pedro Blanes Viale,Pedro Blanes Viale,,-0.5,Male,
Doctor Pedro Larghero,Doctor Pedro Larghero,,-0.5,Male,
Doctor Raúl León Jude,Doctor Raúl León Jude,,-0.5,Male,
Plaza Carlos Thays,Plaza Carlos Thays,,-0.99,Male,
Pablo Podestá,Pablo Podestá,,-1.0,Male,
San Nicolás,San Nicolás,,-0.5,Male,
José Cúneo Perinetti,José Cúneo Perinetti,,-0.3,Male,
Esteban A. Elena,Esteban  Elena,,-0.29,Male,
Puntas de Santiago,Puntas de Santiago,,-0.94,Male,
Juan Manuel Ferrari,Juan Manuel Ferrari,,-0.99,Male,
Ostende,Ostende,,-0.5,Male,
Doctor Gabriel Otero,Doctor Gabriel Otero,,-0.49,Male,
Juan M Ferrari,Juan M Ferrari,,-0.99,Male,
Saint Gobain,Saint Gobain,,-0.44,Male,
Carlos Saez,Carlos Saez,,-0.99,Male,
Rostand,Rostand,,-0.94,Male,
Camino Domingo Arena,Domingo Arena,,-1.0,Male,
Toledo,Toledo,,-0.61,Male,
Camino Colman,Colman,,-0.5,Male,
Jacinto Trápani,Jacinto Trápani,,-0.5,Male,
Pasaje Aserradero Barrio Nuevo Ellauri,Aserradero Barrio Nuevo Ellauri,,-1.0,Male,
Doctor Alejandro Nogueira,Doctor Alejandro Nogueira,,-0.5,Male,
Tomás Burgueño,Tomás Burgueño,,-1.0,Male,
Juan Rosas,Juan Rosas,,-1.0,Male,
Francisco Pla,Francisco Pla,,-0.5,Male,
Nicolas de Herrera,Nicolas de Herrera,,-1.0,Male,
Avenida General Flores,General Flores,,-0.98,Male,
Heraclio Fajardo,Heraclio Fajardo,,-0.5,Male,
Rafael Eguren,Rafael Eguren,,-0.5,Male,
Juan Arrieta,Juan Arrieta,,-0.5,Male,
Pedro Vidal,Pedro Vidal,,-0.5,Male,
Martín Fierro,Martín Fierro,,-0.5,Male,
Camino Paso de la Española,Paso Española,,-0.5,Male,
Camino Santos Dumont,Santos Dumont,,-0.33,Male,
Paralela al Sur de Domingo Arena,Paralela al Sur de Domingo Arena,,-0.48,Male,
San Ramon,San Ramon,,-0.42,Male,
Segunda paralela al Sur de Domingo Arena,paralela al Sur Domingo Arena,,-0.48,Male,
Avenida Don Pedro de Mendoza,Don Pedro Mendoza,,-0.49,Male,
Eduardo Salterain y Herrera,Eduardo Salterain y Herrera,,-1.0,Male,
Horacio Arredondo,Horacio Arredondo,,-1.0,Male,
Luis E Azarola Gil,Luis E Azarola Gil,,-0.5,Male,
Arquitecto Carlos Pérez Montero,Arquitecto Carlos Pérez Montero,,-0.5,Male,
Luciano Lira,Luciano Lira,,-0.5,Male,
Pasaje Uno Asentamiento Nuestro Hijos,Uno Asentamiento Nuestro Hijos,,-0.48,Male,
Camino Teniente Rinaldi,Teniente Rinaldi,,-0.5,Male,
Pedro Domingo Etchegoyen,Pedro Domingo Etchegoyen,,-0.5,Male,
Pasaje Barrio Las Palmitas,Barrio Las Palmitas,,-0.32,Male,
Pasaje Pablo Dorado,Pablo Dorado,,-1.0,Male,
Pasaje Álvaro Gestido,Álvaro Gestido,,-1.0,Male,
Pasaje Enrique Ballestero,Enrique Ballestero,,-0.5,Male,
Santos Iriarte,Santos Iriarte,,-0.33,Male,
Pasaje C Barrio los Reyes,C Barrio los Reyes,,-0.26,Male,
Pasaje Agenor Muñiz,Agenor Muñiz,,-0.5,Male,
Héctor Castro,Héctor Castro,,-0.5,Male,
Doctor Ernesto Quintela,Doctor Ernesto Quintela,,-0.5,Male,
Juan Peregrino Anselmo,Juan Peregrino Anselmo,,-0.99,Male,
Pasaje Miguel Benincasa,Miguel Benincasa,,-1.0,Male,
Andrés Mazzali,Andrés Mazzali,,-0.5,Male,
Pasaje Alfredo Zibechi,Alfredo Zibechi,,-1.0,Male,
Angel Romano,Angel Romano,,-0.31,Male,
Pedro Petrone,Pedro Petrone,,-0.5,Male,
Camino Teniente Galeano,Teniente Galeano,,-0.5,Male,
Pasaje Oficial,Oficial,,-0.5,Male,
Pasaje Marcelino Pérez,Marcelino Pérez,,-0.5,Male,
Braulio Castro,Braulio Castro,,-0.5,Male,
Pasaje Luciano Lira,Luciano Lira,,-0.5,Male,
Agustín Jouve,Agustín Jouve,,-1.0,Male,
Salvador Ximenez,Salvador Ximenez,,-0.5,Male,
José Ramírez,José Ramírez,,-0.3,Male,
Camino General Leandro Gómez,General Leandro Gómez,,-0.5,Male,
Juan Manuel de la Sota,Juan Manuel de la Sota,,-0.99,Male,
Luis Gerona Casale,Luis Gerona le,,-0.5,Male,
Arturo Scarone,Arturo Scarone,,-1.0,Male,
Antonio Teodoro Caravia,Antonio Teodoro Caravia,,-0.5,Male,
Rabon,Rabon,,-0.5,Male,
Doctor Sebastián B Rodríguez,Doctor Sebastián B Rodríguez,,-0.47,Male,
Juan Fernando Díaz Quijano,Juan Fernando Díaz Quijano,,-0.99,Male,
Doctor Bartolomé Vignale,Doctor Bartolomé Vignale,,-0.5,Male,
Idelfonso García Lagos,Idelfonso García Lagos,,-0.5,Male,
Doctor Emilio García Wich,Doctor Emilio García Wich,,-1.0,Male,
Dunant,Dunant,,-1.0,Male,
Walter Medina,Walter Medina,,-0.49,Male,
Avenida José Belloni,José Belloni,,-0.3,Male,
Guillermo Young,Guillermo Young,,-0.5,Male,
General Enrique Castro,General Enrique Castro,,-0.5,Male,
Bulevar Aparicio Saravia,Bulevar Aparicio Saravia,,-0.5,Male,
Doctor Luis P. Bottaro,Doctor Luis P. Bottaro,,-0.5,Male,
Pedro Bazan,Pedro Bazan,,-0.5,Male,
Pasaje Peatonal Pedro Bazan,Peatonal Pedro Bazan,,-0.5,Male,
Continuación Jacinto Trápani,Continuación Jacinto Trápani,,-0.5,Male,
Doctor Mario Artagaveytia,Doctor Mario Artagaveytia,,-0.5,Male,
Gregorio Pérez,Gregorio Pérez,,-0.99,Male,
Wellington,Wellington,,-1.0,Male,
Paralela al Norte de Burgueño,Paralela al Norte de Burgueño,,-0.48,Male,
Complejo Azara XIII,Complejo Azara XIII,,0.98,Male,
Doctor Abel Chifflet,Doctor Abel Chifflet,,-0.5,Male,
Doctor Francisco García de Salazar y Morales,Doctor Francisco García de Salazar y Morales,,-1.0,Male,
Emilio Zola,Emilio Zola,,-0.49,Male,
Doctor José Bonaba,Doctor José Bonaba,,-0.33,Male,
Luis Galvani,Luis Galvani,,-0.5,Male,
José A. Possolo,José  Possolo,,-0.3,Male,
Manuel Melendez,Manuel Melendez,,-0.5,Male,
Salustio,Salustio,,-0.5,Male,
Belarmino,Belarmino,,-0.5,Male,
Ignacio Bazzano,Ignacio Bazzano,,-1.0,Male,
Jorge Isaac,Jorge Isaac,,-1.0,Male,
Doctor Gregorio L Rodríguez,Doctor Gregorio L Rodríguez,,-0.5,Male,
Orlando Aldama,Orlando Aldama,,-0.5,Male,
Vicente Basso Maglio,Vicente Basso Maglio,,-1.0,Male,
Alvaro Figueredo,Alvaro Figueredo,,-1.0,Male,
Saint Bois,Saint Bois,,-0.44,Male,
Francisco Echagoyen,Francisco Echagoyen,,-0.5,Male,
Juan Francisco Santos,Juan Francisco Santos,,-0.99,Male,
Gerónimo Piccioli,Gerónimo Piccioli,,-0.5,Male,
Juan Victorica,Juan Victorica,,-0.5,Male,
Avenida Dámaso Antonio Larrañaga,Dámaso Antonio Larrañaga,,-0.5,Male,
Mariano Estape,Mariano Estape,,-0.5,Male,
Alberto Susviela Guarch,Alberto Susviela Guarch,,-1.0,Male,
Doctor José Pedro Ramírez,Doctor José Pedro Ramírez,,-0.42,Male,
Horacio Areco,Horacio Areco,,-0.5,Male,
Juan Carrara,Juan Carrara,,-0.99,Male,
Pedro Piñeyrúa,Pedro Piñeyrúa,,-0.5,Male,
José Shaw,José Shaw,,-0.3,Male,
Pasaje Serafin J García,Serafin J García,,-0.49,Male,
Bernardino Duhalde,Bernardino Duhalde,,-0.5,Male,
Coronel Juan Belinzon,Coronel Juan Belinzon,,-0.5,Male,
Clemente Ruggia,Clemente Ruggia,,-0.99,Male,
Continuación Espiritu Nuevo,Continuación Espiritu Nuevo,,-0.77,Male,
Rafael Batlle Pacheco,Rafael Batlle Pacheco,,-0.5,Male,
Germán Sellera Gastambide,Germán Sellera Gastambide,,-0.5,Male,
Rafael,Rafael,,-0.5,Male,
Carlos Sapelli,Carlos Sapelli,,-0.99,Male,
Enzo Kabregú,Enzo Kabregú,,-0.5,Male,
Domingo Laporte,Domingo Laporte,,-1.0,Male,
Párroco Jacinto Tuccillo,Párroco Jacinto Tuccillo,,-1.0,Male,
Carlos Houine,Carlos Houine,,-0.99,Male,
Norberto Berdía,Norberto Berdía,,-0.5,Male,
Jorge Páez Vilaró,Jorge Páez Vilaró,,-1.0,Male,
Luis Lerena,Luis Lerena,,-0.5,Male,
Justus Von Liebig,Justus Von Liebig,,-0.43,Male,
Umberto Pittamiglio,Umberto Pittamiglio,,-1.0,Male,
Julio Da Rosa,Julio Da Rosa,,-0.47,Male,
Lorenzo Batlle Pacheco,Lorenzo Batlle Pacheco,,-0.5,Male,
César Batlle Pacheco,César Batlle Pacheco,,-0.5,Male,
Homero,Homero,,-1.0,Male,
César Cantu,César Cantu,,-0.5,Male,
Jorge Pacheco,Jorge Pacheco,,-1.0,Male,
Adolfo Artagaveytia,Adolfo Artagaveytia,,-1.0,Male,
Indalecio Chenaut,Indalecio Chenaut,,-0.5,Male,
Profesor Roberto Ibañez,Profesor Roberto Ibañez,,-0.5,Male,
Timoteo Viti,Timoteo Viti,,-0.98,Male,
Doctor Zelmar Riccetto,Doctor Zelmar Riccetto,,-0.99,Male,
Oscar García Reino,Oscar García Reino,,-1.0,Male,
Julio C. Castro Juceca,Julio  Castro Juceca,,-0.5,Male,
S. Dumont,S. Dumont,,-0.38,Male,
Continuación el Tanque,Continuación el Tanque,,-0.81,Male,
Camino Martínez,Martínez,,-0.5,Male,
José Díaz,José Díaz,,-0.5,Male,
Artigas Melgarejo,Artigas Melgarejo,,-0.5,Male,
Urbino,Urbino,,-1.0,Male,
Angelo Donni,Angelo Donni,,-0.49,Male,
Ernesto Pinto,Ernesto Pinto,,-0.5,Male,
Alfredo Zitarrosa,Alfredo Zitarrosa,,-1.0,Male,
Julio Pereyra,Julio Pereyra,,-0.5,Male,
Oreste Legisamont,Oreste Legisamont,,-0.5,Male,
Orestes Baroffio,Orestes Baroffio,,-0.5,Male,
Vicente Salaverri,Vicente Salaverri,,-1.0,Male,
Paralela al Oeste de Pérez y Curis,Paralela al Oeste de Pérez y Curis,,-0.47,Male,
Rambla Doctor Pablo Blanco Acevedo,Rambla Doctor Pablo Blanco Acevedo,,-0.5,Male,
Doctor Luis Ponce de León,Doctor Luis Ponce de León,,-0.5,Male,
Avenida Doctor Carlos Nery,Doctor Carlos Nery,,-0.99,Male,
José Piendibene,José Piendibene,,-0.3,Male,
Pbro Silverio Antonio Martínez,Pbro Silverio Antonio Martínez,,-1.0,Male,
José Pedro Pintos,José Pedro Pintos,,-0.42,Male,
David Chiossoni,David Chiossoni,,-1.0,Male,
Osvaldo Martínez,Osvaldo Martínez,,-1.0,Male,
Pasaje Jesualdo Sosa,Jesualdo Sosa,,-0.5,Male,
Francisco Sainz Rosas,Francisco Sainz Rosas,,-0.5,Male,
Enrique S Aguiar,Enrique S Aguiar,,-0.5,Male,
Barros Arana,Barros Arana,,-0.37,Male,
Del Vareador,Del Vareador,,-0.37,Male,
Washington Pérez,Washington Pérez,,-0.5,Male,
Osvaldo Cruz,Osvaldo Cruz,,-0.93,Male,
Doctor Alfonso Lamas,Doctor Alfonso Lamas,,-1.0,Male,
Eduardo Depauli,Eduardo Depauli,,-1.0,Male,
Jaen,Jaen,,-0.49,Male,
Maceo,Maceo,,-0.5,Male,
Doctor César Miranda,Doctor César Miranda,,0.31,Male,
Copernico,Copernico,,-1.0,Male,
Ciceron,Ciceron,,-0.5,Male,
Carlomagno,Carlomagno,,-1.0,Male,
Víctor Manuel,Víctor Manuel,,-1.0,Male,
Doctor Anibal Roig,Doctor Anibal Roig,,-1.0,Male,
Camino Maldonado,Maldonado,,-0.5,Male,
Doctor Alfonso Frangella,Doctor Alfonso Frangella,,-0.5,Male,
Juan Quevedo,Juan Quevedo,,-0.99,Male,
Pasaje Barros Arana,Barros Arana,,-0.37,Male,
Avenida Luis Braille,Luis Braille,,-0.5,Male,
Duvimioso Terra,Duvimioso Terra,,1.0,Male,
Francisco Martínez Nieto,Francisco Martínez Nieto,,-0.5,Male,
Presbítero José Raúl Porto,Presbítero José Raúl Porto,,-0.66,Male,
Doctor Justino Jimenez de Arechaga,Doctor Justino Jimenez de Arechaga,,-0.5,Male,
Marcos Salcedo,Marcos Salcedo,,-0.5,Male,
Estanislao Vega,Estanislao Vega,,-0.39,Male,
Francisco de Lemos,Francisco de Lemos,,-0.5,Male,
Robinson,Robinson,,-1.0,Male,
Ingeniero José Serrato,Ingeniero José Serrato,,-0.3,Male,
Duvimioso Terra,Duvimioso Terra,,1.0,Male,
Manuel Arrotea,Manuel Arrotea,,-0.5,Male,
Santiago Sierra,Santiago Sierra,,-0.92,Male,
José J Olmedo,José J Olmedo,,-0.29,Male,
Coronel Guillermo Muñoz,Coronel Guillermo Muñoz,,-1.0,Male,
Pablo Pérez,Pablo Pérez,,-1.0,Male,
Jaime Roldos y Pons,Jaime Roldos y Pons,,-0.64,Male,
Doctor Héctor Luis Odriozola,Doctor Héctor Luis Odriozola,,-0.5,Male,
Avenida Jacobo Varela,Jacobo Varela,,-0.5,Male,
Avenida José Pedro Varela,José Pedro Varela,,-0.42,Male,
Manuel de Salas,Manuel de Salas,,-0.5,Male,
Melchor Ramírez,Melchor Ramírez,,-0.5,Male,
San Gabriel,San Gabriel,,-0.5,Male,
Calle Lateral al Cilindro,Lateral al Cilindro,,-0.48,Male,
Luis Kossuth,Luis Kossuth,,-0.5,Male,
Garay,Garay,,-0.5,Male,
Alberto Calamet,Alberto Calamet,,-1.0,Male,
Teniente General Eustaquio Frias,Teniente General Eustaquio Frias,,-0.5,Male,
Pasaje Frias,Frias,,-0.5,Male,
Pasaje primera paralela al Oeste de Gavilan,primera paralela al Oeste Gavilan,,-0.96,Male,
Fonseca,Fonseca,,-0.5,Male,
Juan José de Soiza Reilly,Juan José de Soiza Reilly,,-0.99,Male,
Martín Aguirre,Martín Aguirre,,-0.5,Male,
Capitán Hipolito Mordeille,Capitán Hipolito Mordeille,,-0.5,Male,
Antonio Serratosa,Antonio Serratosa,,-0.5,Male,
Omar Odriozola,Omar Odriozola,,-0.5,Male,
Pasaje Juan Ramón Jimenez,Juan Ramón Jimenez,,-0.99,Male,
Teniente Raimundo Rosas,Teniente Raimundo Rosas,,-0.5,Male,
Tomás Claramunt,Tomás Claramunt,,-1.0,Male,
Cervantes Saavedra,Cervantes Saavedra,,-0.5,Male,
Julio Arellano,Julio Arellano,,-0.5,Male,
Juan Vicente Arcos,Juan Vicente Arcos,,-0.99,Male,
Francisco Vázquez Cores,Francisco Vázquez Cores,,-0.5,Male,
Doctor José Irureta Goyena,Doctor José Irureta Goyena,,-0.33,Male,
Alonso de Ercilia,Alonso de Ercilia,,-0.5,Male,
Doctor Washington Buño,Doctor Washington Buño,,-0.5,Male,
Juan José Debali,Juan José Debali,,-0.99,Male,
Leopoldo Alas,Leopoldo Alas,,-0.5,Male,
Lucas Moreno,Lucas Moreno,,-0.5,Male,
Altamirano,Altamirano,,-0.5,Male,
Francisco Rodrigo,Francisco Rodrigo,,-0.5,Male,
Bonaparte,Bonaparte,,-0.5,Male,
Trento,Trento,,-1.0,Male,
