calle,calle filtrada,calle filtrada2,fiabilidad,gender,wikipedia
Bulevar José Batlle y Ordóñez,Bulevar José Batlle y Ordóñez,,-0.29,Male,
Avenida Luis Alberto de Herrera,Luis Alberto Herrera,,-0.5,Male,
José Catalá,José Catalá,,-0.3,Male,
Tomás Gomensoro,Tomás Gomensoro,,-1.0,Male,
Thompson,Thompson,,-0.5,Male,
Gerard Busquets,Gerard Busquets,,-1.0,Male,
Brazo Largo,Brazo Largo,,-0.5,Male,
Domingo J. Cruz,Domingo J. Cruz,,-0.99,Male,
Emilio Raña,Emilio Raña,,-0.5,Male,
General Julio Roletti,General Julio Roletti,,-0.5,Male,
Monte Caseros,Monte Caseros,,-0.46,Male,
Mariano Moreno,Mariano Moreno,,-0.5,Male,
Jaime Cibils,Jaime Cibils,,-0.64,Male,
Doctor Luis Alberto Surraco,Doctor Luis Alberto Surraco,,-0.5,Male,
Juan Cabal,Juan Cabal,,-0.99,Male,
Carlos Anaya,Carlos Anaya,,-0.99,Male,
Coronel Lucas Piriz,Coronel Lucas Piriz,,-0.5,Male,
Tristán Azambuya,Tristán Azambuya,,-0.5,Male,
Comandante Braga,Comandante Braga,,-0.5,Male,
Pedro Olmida,Pedro Olmida,,-0.5,Male,
General Urquiza,General Urquiza,,-0.5,Male,
Joaquín Campana,Joaquín Campana,,-0.5,Male,
Juan Ramón Gómez,Juan Ramón Gómez,,-0.99,Male,
Juan Jacobo Rousseau,Juan Jacobo Rousseau,,-0.99,Male,
Cornelio Cantera,Cornelio Cantera,,-0.5,Male,
Federico Susviela Guarch,Federico Susviela Guarch,,-1.0,Male,
Profesor Doctor Pablo Purriel,Profesor Doctor Pablo Purriel,,-1.0,Male,
Juan Spikerman,Juan Spikerman,,-0.5,Male,
Juan Francisco Martínez,Juan Francisco Martínez,,-0.99,Male,
San Antonio,San Antonio,,-0.5,Male,
Felipe Sanguinetti,Felipe Sanguinetti,,-1.0,Male,
Carlos Crocker,Carlos Crocker,,-0.99,Male,
Marcos de Avellaneda,Marcos ellaneda,,-0.5,Male,
Cipriano Miró,Cipriano Miró,,-0.99,Male,
Lindoro Forteza,Lindoro Forteza,,-0.5,Male,
Fray Bentos,Fray Bentos,,-0.5,Male,
Arquitecto Santiago Danuzio,Arquitecto Santiago Danuzio,,-0.5,Male,
Agustín Abreu,Agustín Abreu,,-1.0,Male,
Mateo Vidal,Mateo Vidal,,-0.5,Male,
José Antonio Cabrera,José Antonio Cabrera,,-0.46,Male,
Doctor Francisco Simón,Doctor Francisco Simón,,-0.5,Male,
Juan a Guzmán,Juan a Guzmán,,-0.99,Male,
Ignacio Núñez,Ignacio Núñez,,-1.0,Male,
Doctor Augusto Turenne,Doctor Augusto Turenne,,-0.5,Male,
Juan Antonio Lenoble,Juan Antonio Lenoble,,-0.5,Male,
Joaquín Velazco,Joaquín Velazco,,-0.5,Male,
Doctor Juan B Morelli,Doctor Juan B Morelli,,-0.5,Male,
Luciano Romero,Luciano Romero,,-0.5,Male,
Dionisio Oribe,Dionisio Oribe,,-0.5,Male,
Santiago Nievas,Santiago Nievas,,-1.0,Male,
Magariños Cervantes,Magariños Cervantes,,-0.5,Male,
Doctor Ricardo Cossio,Doctor Ricardo Cossio,,-0.5,Male,
José Prego de Oliver,José Prego de Oliver,,-0.31,Male,
José Vasconcellos,José Vasconcellos,,-0.3,Male,
Virrey Elio,Virrey Elio,,-0.5,Male,
Manuel Calleros,Manuel ros,,-0.5,Male,
Ignacio Barrios,Ignacio Barrios,,-1.0,Male,
Farini,Farini,,1.0,Male,
General Villegas,General Villegas,,-0.5,Male,
José de Bejar,José de Bejar,,-0.29,Male,
Mateo Cortés,Mateo Cortés,,-0.5,Male,
Fray Manuel de Ubeda,Fray Manuel de Ubeda,,-0.5,Male,
Juan Tomás Núñez,Juan Tomás Núñez,,-0.99,Male,
Capitán Villademoros,Capitán demoros,,-0.5,Male,
Coronel Lasala,Coronel Lasala,,-0.5,Male,
General Ignacio Oribe,General Ignacio Oribe,,-0.5,Male,
Marcos Sastre,Marcos Sastre,,-0.5,Male,
Andrés Latorre,Andrés Latorre,,-0.5,Male,
Doctor Capdehourat,Doctor Capdehourat,,-0.5,Male,
Teofilo Collazo,Teofilo Collazo,,-0.49,Male,
Ramón Castriz,Ramón Castriz,,-0.5,Male,
Eusebio Vidal,Eusebio Vidal,,-0.5,Male,
Ricardo Palma,Ricardo Palma,,-0.5,Male,
Pedro Saenz de Zumaran,Pedro Saenz de Zumaran,,-0.5,Male,
Puntas de Soto,Puntas de Soto,,-0.46,Male,
Manuel Acuña,Manuel Acuña,,-0.5,Male,
Ruben Dario,Ruben Dario,,-1.0,Male,
Francisco José Debali,Francisco José Debali,,-0.5,Male,
General Timoteo Aparicio,General Timoteo Aparicio,,-1.0,Male,
Luis Sacarello,Luis Sacarello,,-0.5,Male,
Ingeniero Agr José Otamendi,Ingeniero Agr José Otamendi,,-0.3,Male,
Spencer,Spencer,,-0.48,Male,
Piran,Piran,,-0.26,Male,
General Félix Laborde,General Félix Laborde,,-0.5,Male,
General José Villagran,General José gran,,-0.42,Male,
Enrique Clay,Enrique Clay,,-0.5,Male,
Pascual Paladino,Pascual Paladino,,-0.5,Male,
Domingo Ereño,Domingo Ereño,,-1.0,Male,
Carlos G Villademoros,Carlos G demoros,,-0.99,Male,
Doctor Raúl Piaggio Blanco,Doctor Raúl Piaggio Blanco,,-0.5,Male,
Doctor Silvestre Pérez,Doctor Silvestre Pérez,,-0.5,Male,
Francisco Schinca,Francisco Schinca,,-0.5,Male,
Juan J Raissignier,Juan J Raissignier,,-0.99,Male,
Doctor Juan B. Morelli,Doctor Juan B. Morelli,,-0.5,Male,
José de Echegaray,José de Echegaray,,-0.29,Male,
Diego Velázquez,Diego Velázquez,,-1.0,Male,
Antonio F Saravia,Antonio F Saravia,,-0.5,Male,
Agustín Sosa,Agustín Sosa,,-0.5,Male,
Víctor Arreguine,Víctor Arreguine,,-0.5,Male,
Justo Maeso,Justo Maeso,,-0.5,Male,
Juan de Dios Peza,Juan de Dios Peza,,-0.5,Male,
Mateo Cabral,Mateo Cabral,,-0.5,Male,
Dionisio López,Dionisio López,,-0.5,Male,
Benito Aispurua,Benito Aispurua,,-0.5,Male,
Pedro Ricaldoni,Pedro Ricaldoni,,-0.5,Male,
Miguel Ángel,Miguel Ángel,,-1.0,Male,
Andrés Bello,Andrés Bello,,-0.49,Male,
Cubo del Sur,Cubo del Sur,,-0.37,Male,
Rafael Pérez,Rafael Pérez,,-0.5,Male,
Pablo Paez,Pablo Paez,,-1.0,Male,
Doctor José Sánchez Fontans,Doctor José Sánchez Fontans,,-0.71,Male,
Mariano A. Pelliza,Mariano  Pelliza,,-0.5,Male,
Juan a Arcas,Juan a Arcas,,-0.5,Male,
José Zorrilla,José Zorrilla,,-0.3,Male,
Pérez Galdos,Pérez Galdos,,-1.0,Male,
Emilio Castelar,Emilio Castelar,,-0.5,Male,
Juan José Castro,Juan José Castro,,-0.99,Male,
Hernan Gómez,Hernan Gómez,,-0.5,Male,
Felipe Álvarez Bengochea,Felipe Álvarez Bengochea,,-0.5,Male,
Estado de Israel,Estado de Israel,,-0.42,Male,
Isidoro Larraya,Isidoro Larraya,,-0.5,Male,
Primera paralela al Este de Piran,paralela al Este Piran,,-0.48,Male,
Avenida Ingeniero Heraclio Ruggia,Ingeniero Heraclio Ruggia,,-0.5,Male,
Paralela al Oeste de Roberto Berro,Paralela al Oeste de Roberto Berro,,-0.48,Male,
Primera paralela al Sur de Camino Carrasco,Primera paralela al Sur  Carrasco,,-0.96,Male,
Paralela al Norte de Castelar,Paralela al Norte de Castelar,,-0.48,Male,
Dardo Estrada,Dardo Estrada,,-0.5,Male,
Horacio Espondaburu,Horacio Espondaburu,,-0.5,Male,
Arquitecto Emilio Boix y Merino,Arquitecto Emilio Boix y Merino,,-0.5,Male,
Hilarion de la Quintana,Hilarion de la Quintana,,-0.41,Male,
Alfonso Rodríguez Castelao,Alfonso Rodríguez Castelao,,-1.0,Male,
Doctor José María Delgado,Doctor José María Delgado,,-0.58,Male,
H Dinavi Punta de Rieles,H Dinavi Punta de Rieles,,-0.38,Male,
C Dinavi Punta de Rieles,C Dinavi Punta de Rieles,,-0.57,Male,
Luis C Caviglia,Luis C Caviglia,,-0.5,Male,
Felisberto Hernandez,Felisberto Hernandez,,-1.0,Male,
Pasaje Manuel Pérez y Curis,Manuel Pérez y Curis,,-0.5,Male,
Continuación Ciceron,Continuación Ciceron,,-0.5,Male,
Mariano Olivera Ubios,Mariano Olivera Ubios,,-0.5,Male,
Pasaje Rodríguez Mallarini,Rodríguez Mallarini,,-0.5,Male,
D Dinavi Punta de Rieles,D Dinavi Punta de Rieles,,-0.41,Male,
E Dinavi Punta de Rieles,E Dinavi Punta de Rieles,,-0.28,Male,
Benjamin Disraeli,Benjamin Disraeli,,-1.0,Male,
Gobernador Viana,Gobernador Viana,,0.99,Male,
Leonardo Da Vinci,Leonardo Da Vinci,,-0.5,Male,
Albert Einstein,Albert Einstein,,-1.0,Male,
Pasaje José Gervasio Artigas,José Gervasio Artigas,,-0.3,Male,
Pasaje José Pedro Varela,José Pedro Varela,,-0.42,Male,
Pasaje Florencio Sánchez,Florencio Sánchez,,-1.0,Male,
Pasaje José Enrique Rodó,José Enrique Rodó,,-0.39,Male,
Andrés Lerena Acevedo,Andrés Lerena Acevedo,,-0.5,Male,
Pasaje Bernabé Michelena,Bernabé Michelena,,-0.26,Male,
Bernabé Michelena,Bernabé Michelena,,-0.26,Male,
Severino Pose,Severino Pose,,-0.5,Male,
Vicente Ascone,Vicente Ascone,,-1.0,Male,
Pasaje Peatonal Francisco Imhof,Peatonal Francisco Imhof,,-0.5,Male,
Nicanor Blanes,Nicanor Blanes,,-0.99,Male,
Joaquín Torres,Joaquín Torres,,-0.5,Male,
Telemaco Morales,Telemaco Morales,,-1.0,Male,
Tomás Higgs,Tomás Higgs,,-1.0,Male,
Atilio Supparo,Atilio Supparo,,-0.5,Male,
Pedro Leandro Ipuche,Pedro Leandro Ipuche,,-0.5,Male,
Santiago Arrieta,Santiago Arrieta,,-1.0,Male,
Ulises Favaro,Ulises Favaro,,-0.5,Male,
Carlos Sabat Ercasty,Carlos Sabat Ercasty,,-0.99,Male,
Gerardo Metallo,Gerardo Metallo,,-0.5,Male,
Carlos Estrada,Carlos Estrada,,-0.5,Male,
Ignacio Domínguez Riera,Ignacio Domínguez Riera,,-1.0,Male,
Luis Víctor Semino,Luis Víctor Semino,,-0.5,Male,
Dionisio Alejandro Vera,Dionisio Alejandro Vera,,-0.64,Male,
Doctor César L Gallardo,Doctor César L Gallardo,,-0.98,Male,
Carlos Reyes Lerena,Carlos Reyes Lerena,,-0.5,Male,
Enrique Pelliciari,Enrique Pelliciari,,-1.0,Male,
Pasaje Vigo Barrio Nueva España,Vigo Barrio Nueva España,,-0.5,Male,
Pasaje Asentamiento el Viñedo,Asentamiento el Viñedo,,-0.39,Male,
Pasaje Peatonal Asentamiento el Viñedo,Peatonal Asentamiento el Viñedo,,-0.39,Male,
Pasaje C Asentamiento el Viñedo,C Asentamiento el Viñedo,,-0.28,Male,
Camino Felipe Cardoso,Felipe Cardoso,,-1.0,Male,
Clemente Fregeiro,Clemente Fregeiro,,-0.99,Male,
Emilio Ravignani,Emilio Ravignani,,-0.5,Male,
Gustavo Nicolich Arocena,Gustavo Nicolich Arocena,,-0.5,Male,
Doctor Pantaleón Pérez,Doctor Pantaleón Pérez,,-0.5,Male,
Canovas del Castillo,Canovas del Castillo,,-0.37,Male,
Orosman Moratorio,Orosman Moratorio,,-1.0,Male,
Doctor Carlos Ferres,Doctor Carlos Ferres,,-0.99,Male,
Paralela al Sur de Cambay,Paralela al Sur de Cambay,,-0.48,Male,
Doctor Luis Brusco,Doctor Luis Brusco,,-0.99,Male,
Doctor Francisco Nicola Reyes,Doctor Francisco Nicola Reyes,,-0.5,Male,
Murillo,Murillo,,-0.5,Male,
Hipólito Yrigoyen,Hipólito Yrigoyen,,-0.5,Male,
Paralela al Norte de Murillo,Paralela al Norte de Murillo,,-0.48,Male,
Felipe Ferreiro,Felipe Ferreiro,,-1.0,Male,
Doctor Carlos María Prando,Doctor Carlos María Prando,,-0.99,Male,
Adolfo Pedralbes,Adolfo Pedralbes,,-1.0,Male,
Doctor Alejandro Lagarmilla,Doctor Alejandro Lagarmilla,,-0.5,Male,
Ingeniero Juan T. Smith,Ingeniero Juan T. Smith,,-0.5,Male,
Félix de Medina,Félix de Medina,,-0.48,Male,
Doctor Roberto Berro,Doctor Roberto Berro,,-0.5,Male,
Enrique Chiancone,Enrique Chiancone,,-0.5,Male,
Doctor Meliton Romero,Doctor Meliton Romero,,-1.0,Male,
Doctor Andrés Crovetto,Doctor Andrés Crovetto,,-1.0,Male,
Doctor José A de Freitas,Doctor José A de Freitas,,-0.7,Male,
Doctor Luis E Arcos Ferrand,Doctor Luis E Arcos Ferrand,,-0.99,Male,
Doctor Miguel Lapeyre,Doctor Miguel Lapeyre,,-0.5,Male,
Doctor José Cremonesi,Doctor José Cremonesi,,-0.33,Male,
Doctor Salvagno Campos,Doctor Salvagno Campos,,-0.5,Male,
Doctor Sayagues Laso,Doctor Sayagues Laso,,-0.5,Male,
Luis Cluzeau Mortet,Luis Cluzeau Mortet,,-0.5,Male,
Ramón Rodríguez Socas,Ramón Rodríguez Socas,,-0.5,Male,
Mayor Juan Dobrich,Mayor Juan Dobrich,,-0.99,Male,
Paralela al Norte de Dobrich,Paralela al Norte de Dobrich,,-0.96,Male,
Ingeniero Bautista Lasgoity,Ingeniero Bautista Lasgoity,,-0.49,Male,
Primera paralela al Norte de Dobrich,paralela al Norte Dobrich,,-0.96,Male,
Paralela al Oeste de Hipólito Irigoyen,Paralela al Oeste de Hipólito Irigoyen,,-0.47,Male,
Alejandro Korn,Alejandro Korn,,-1.0,Male,
Paralela al Arroyo Malvín,Paralela al Arroyo Malvín,,-0.48,Male,
Dessalines,Dessalines,,-0.5,Male,
Paralela al Oeste de H Irigoyen,Paralela al Oeste de H Irigoyen,,-0.47,Male,
Paralela al Oeste de H Yrigoyen,Paralela al Oeste de H Yrigoyen,,-0.47,Male,
Cr Pablo Fontaina,Cr Pablo Fontaina,,-0.5,Male,
Escribano Héctor Gerona,Escribano Héctor Gerona,,-0.5,Male,
Capitán Luis Duarte,Capitán Luis Duarte,,-0.5,Male,
Rufino T. Domínguez,Rufino T. Domínguez,,-0.49,Male,
Godoy,Godoy,,-1.0,Male,
Erevan,Erevan,,-0.5,Male,
Julio Sosa,Julio Sosa,,-0.5,Male,
Maestro Lorenzo D Auria,Maestro Lorenzo D Auria,,-0.5,Male,
Eduardo Ferreira,Eduardo Ferreira,,-1.0,Male,
Adrián Troitiño,Adrián Troitiño,,-0.5,Male,
Lugo,Lugo,,-1.0,Male,
Antonio Loinaz,Antonio Loinaz,,-0.5,Male,
Joaquín de la Sagra,Joaquín de la Sagra,,-0.45,Male,
Carlos César Lenzi,Carlos César Lenzi,,-0.99,Male,
Vicente Martínez Cuitiño,Vicente Martínez Cuitiño,,-1.0,Male,
Antonio L. Pereira,Antonio L. Pereira,,-0.5,Male,
Paralela a Juan Agazzi,Paralela a Juan Agazzi,,-0.47,Male,
Prudencio Murguiondo,Prudencio Murguiondo,,-0.5,Male,
Presbítero Francisco J. Rodríguez,Presbítero Francisco J. Rodríguez,,-1.0,Male,
Leonardo Fernández,Leonardo Fernández,,-0.5,Male,
Manuel Techera,Manuel Techera,,-0.5,Male,
Doctor Alejandro Gallinal,Doctor Alejandro Gallinal,,-0.5,Male,
Rufino T Domínguez,Rufino T Domínguez,,-0.49,Male,
Pedro Cosio,Pedro Cosio,,-0.5,Male,
Alberto Zum Felde,Alberto Zum Felde,,-1.0,Male,
Tres Cerros,Tres Cerros,,-0.96,Male,
General Andrés Gómez,General Andrés Gómez,,-0.5,Male,
Agustín Pedroza,Agustín Pedroza,,-0.5,Male,
Daniel Granada,Daniel Granada,,-0.5,Male,
Alejandro Fleming,Alejandro Fleming,,-1.0,Male,
Camino Cepeda,Cepeda,,-0.5,Male,
Diego Espinosa,Diego Espinosa,,-1.0,Male,
Doctor Constancio Castells,Doctor Constancio Castells,,-0.5,Male,
Camino José Strassener,José Strassener,,-0.3,Male,
Queguay Chico,Queguay Chico,,-0.97,Male,
Del Ombú,Del Ombú,,-0.37,Male,
Avenida Daymán,Daymán,,-0.5,Male,
Juan Agazzi,Juan Agazzi,,-0.5,Male,
Pablo Mañe,Pablo Mañe,,-1.0,Male,
Escultor Edmundo Prati,Escultor Edmundo Prati,,-0.98,Male,
Juan D Aniello,Juan D Aniello,,-0.99,Male,
Martín Usabiaga Sala,Martín Usabiaga Sala,,-0.42,Male,
Doctor Elias Regules,Doctor Elias Regules,,-1.0,Male,
Doctor Benito Cuñarro,Doctor Benito Cuñarro,,-0.5,Male,
Semicircular paralela al Lago,Semicircular paralela al Lago,,-0.96,Male,
Joaquín Torres García,Joaquín Torres García,,-0.5,Male,
Avenida José Pedro Durandeau,José Pedro Durandeau,,-0.42,Male,
Primera paralela al Este de Cuñarro,paralela al Este Cuñarro,,-0.48,Male,
Guillermo Arrospide,Guillermo Arrospide,,-0.5,Male,
José Ordeig,José Ordeig,,-0.3,Male,
Avenida Eugenio P. Baroffio,Eugenio P. Baroffio,,-0.99,Male,
Emilio Oribe,Emilio Oribe,,-0.5,Male,
Ingeniero José Acquistapace,Ingeniero José Acquistapace,,-0.3,Male,
Justino Zavala Muniz,Justino Zavala Muniz,,-0.49,Male,
Doctor Agustín Musso,Doctor Agustín Musso,,-0.5,Male,
Doctor José Francisco Arias,Doctor José Francisco Arias,,-0.45,Male,
Doctor Carlos Travieso,Doctor Carlos Travieso,,-0.5,Male,
Avenida Doctor Juan Bautista Alberdi,Doctor Juan Bautista Alberdi,,-0.5,Male,
General Máximo Tajes,General Máximo Tajes,,-0.5,Male,
Raúl Montero Bustamante,Raúl Montero Bustamante,,-0.5,Male,
Camino Doctor Miguel C. Rubino,Doctor Miguel C. Rubino,,-0.5,Male,
Doctor Maximiliano Rymarkiewicz,Doctor Maximiliano Rymarkiewicz,,-0.99,Male,
Juan Pedro Beranger,Juan Pedro Beranger,,-0.99,Male,
Pedro Domingo Murillo,Pedro Domingo Murillo,,-1.0,Male,
Doctor Pedro Escuder Núñez,Doctor Pedro Escuder Núñez,,-0.5,Male,
Juan Ortiz,Juan Ortiz,,-0.99,Male,
Francisco de Caldas,Francisco de Caldas,,-0.5,Male,
José Rotandaro,José Rotandaro,,-0.3,Male,
Camino Don Bosco,Don Bosco,,-1.0,Male,
San Juan de Capistrano,San Juan de Capistrano,,-0.47,Male,
Camino de los Siete Cerros,Siete Cerros,,-0.47,Male,
Cristobal Colón,Cristobal Colón,,-1.0,Male,
Monte Carlo,Monte Carlo,,-0.47,Male,
Mario Bermúdez,Mario Bermúdez,,-0.5,Male,
Cesar Mayo Gutierrez,Cesar Mayo Gutierrez,,-0.99,Male,
Raul Casal,Raul l,,-0.5,Male,
Delgado,Delgado,,-0.5,Male,
Ismael Cortinas,Ismael Cortinas,,-1.0,Male,
Jorge Lahore,Jorge Lahore,,-1.0,Male,
Artigas,Artigas,,-1.0,Male,
Los Pinos,Los Pinos,,-0.5,Male,
José Enrique Rodó,José Enrique Rodó,,-0.39,Male,
Los Hornos,Los Hornos,,-0.99,Male,
Américo Sattamino,Américo Sattamino,,-0.5,Male,
Jorge Silveira,Jorge Silveira,,-0.5,Male,
Tomás Berreta,Tomás Berreta,,-1.0,Male,
Osvaldo Siris,Osvaldo Siris,,-0.5,Male,
El Abuelo,El Abuelo,,-0.39,Male,
De Marcos,De Marcos,,-0.46,Male,
Jorge Risso,Jorge Risso,,-1.0,Male,
Méndez,Méndez,,-0.5,Male,
Camino Doctor Laudelino Vázquez,Doctor Laudelino Vázquez,,-0.5,Male,
Francisco Cossi,Francisco Cossi,,-0.5,Male,
Camino Melchor de Viana,Melchor Viana,,-0.49,Male,
Francisco Rivero,Francisco Rivero,,-0.5,Male,
Camino del Indio,Indio,,-0.48,Male,
Pasaje Las Rosas,Las Rosas,,-0.37,Male,
Pasaje Los Ceibos,Los Ceibos,,-0.99,Male,
Pasaje Los Sauces,Los Sauces,,-0.5,Male,
Hercules,Hercules,,-1.0,Male,
Orión,Orión,,-0.47,Male,
Los Mirtos,Los Mirtos,,-0.5,Male,
Torres García,Torres García,,-0.5,Male,
Camino Carlos Denis Molina,Carlos Denis Molina,,-0.5,Male,
Elías Regules,Elías Regules,,-1.0,Male,
Henry Ford,Henry Ford,,-0.49,Male,
Escribano Solano Riestra,Escribano Solano Riestra,,-0.5,Male,
Federico Fellini,Federico Fellini,,-0.5,Male,
Elvis Presley,Elvis Presley,,-1.0,Male,
Charles Chaplin,Charles Chaplin,,-0.99,Male,
Julio Vilamajó,Julio Vilamajó,,-0.5,Male,
Pasaje C COVIPRO,C COVIPRO,,-0.58,Male,
Camino Manganga,Manganga,,-0.5,Male,
Calle F Barrio Don Bosco,F Barrio Don Bosco,,-0.32,Male,
C Barrio Don Bosco,C Barrio Don Bosco,,-0.38,Male,
E Barrio Don Bosco,E Barrio Don Bosco,,-0.37,Male,
D Barrio Don Bosco,D Barrio Don Bosco,,-0.27,Male,
Daniel García Acevedo,Daniel García Acevedo,,-0.5,Male,
Pasaje B COVIPRO,B COVIPRO,,-0.33,Male,
Los Gladiolos Barrio la Corona,Los Gladiolos Barrio la Corona,,-0.44,Male,
Las Rosas Barrio la Corona,Las Rosas Barrio la Corona,,-0.36,Male,
Pasaje el Hornero,el Hornero,,-0.39,Male,
El Zorzal Barrio la Corona,El Zorzal Barrio la Corona,,-0.38,Male,
El Cardenal Barrio la Corona,El Cardenal Barrio la Corona,,-0.39,Male,
Presidente Tomás Berreta,Presidente Tomás Berreta,,-0.5,Male,
Gustavo Nicolich,Gustavo Nicolich,,-0.5,Male,
Del Aeropuerto,Del Aeropuerto,,-0.77,Male,
Benavides,Benavides,,-0.5,Male,
Dotta,Dotta,,-0.5,Male,
Jorge T. Iguini,Jorge T. Iguini,,-1.0,Male,
Aníbal Genta,Aníbal Genta,,-0.5,Male,
Tabaré,Tabaré,,-0.5,Male,
José Gervasio Artigas,José Gervasio Artigas,,-0.3,Male,
José Pedro Varela,José Pedro Varela,,-0.42,Male,
Romeo Gavioli,Romeo Gavioli,,-0.5,Male,
Solís,Solís,,-0.5,Male,
Florencio Sánchez,Florencio Sánchez,,-1.0,Male,
Felipe Martínez,Felipe Martínez,,-1.0,Male,
Los higuerones,Los higuerones,,-0.5,Male,
Melchor,Melchor,,-0.5,Male,
Baltasar,Baltasar,,-0.5,Male,
Juan Manuel Blanes,Juan Manuel Blanes,,-0.99,Male,
Camino al Paso Escobar,al Paso Escobar,,-0.48,Male,
Gaspar,Gaspar,,-0.5,Male,
Carlos Gardel,Carlos Gardel,,-1.0,Male,
Carlos Roldán,Carlos Roldán,,-1.0,Male,
Ignacio Corsini,Ignacio Corsini,,-1.0,Male,
Felix Vasallo,Felix Vasallo,,-0.99,Male,
Los Mimbres,Los Mimbres,,-0.99,Male,
CID,CID,,-0.5,Male,
Novaro,Novaro,,-0.5,Male,
Don Quijote,Don Quijote,,-0.49,Male,
Loreto Gomensoro,Loreto Gomensoro,,0.33,Male,
Brasil,Brasil,,-0.5,Male,
Ángel Caputti,Ángel Caputti,,-0.5,Male,
Camino Lorenzo Ventura,Lorenzo Ventura,,-0.5,Male,
Soriano,Soriano,,-1.0,Male,
Rocha,Rocha,,-0.28,Male,
Maldonado,Maldonado,,-0.5,Male,
Ismael,Ismael,,-1.0,Male,
Don Ramón,Don Ramón,,-0.49,Male,
Dionisio Diaz,Dionisio Diaz,,-0.5,Male,
Cerro Largo,Cerro Largo,,-0.49,Male,
Tres Banderas,Tres Banderas,,-0.96,Male,
Asencio,Asencio,,-0.49,Male,
San José,San José,,-0.5,Male,
Salto,Salto,,-0.5,Male,
Juan Antonio Artigas,Juan Antonio Artigas,,-0.5,Male,
Paso Escobar,Escobar,,-0.5,Male,
Joaquín Suárez,Joaquín Suárez,,-1.0,Male,
Soca,Soca,,-0.5,Male,
Migues,Migues,,-1.0,Male,
Felipe Diaz Ocampo,Felipe Diaz Ocampo,,-1.0,Male,
García Lagos,García Lagos,,-0.37,Male,
Camino Juan Pablo Labarte,Juan Pablo Labarte,,-0.99,Male,
Camino Paso Hondo,Paso Hondo,,-0.5,Male,
Continuación Arroyo San Carlos,Continuación Arroyo San Carlos,,-0.93,Male,
Douglas,Douglas,,-0.99,Male,
Sas,Sas,,-0.5,Male,
Cruzeiro do Sul,Cruzeiro do Sul,,-0.25,Male,
Clipper,Clipper,,-0.5,Male,
Manor Du Lac,Manor Du Lac,,-0.32,Male,
"Gonzalo ""Gonchi"" Rodriguez","Gonzalo ""Gonchi"" Rodriguez",,-0.5,Male,
Cisneros Vigil,Cisneros Vigil,,-0.5,Male,
Juan B. Viacaba,Juan B. Viacaba,,-0.5,Male,
Barcelona,Barcelona,,-0.5,Male,
Rambla Edison,Rambla Edison,,-0.5,Male,
General Felipe Fraga,General Felipe Fraga,,-0.5,Male,
Martín García,Martín García,,-0.5,Male,
Avenida General San Martín,General San Martín,,-0.44,Male,
José L. Terra,José L. Terra,,-0.29,Male,
Doctor Martín C Martínez,Doctor Martín C Martínez,,-0.99,Male,
Avenida General José Garibaldi,General José Garibaldi,,-0.42,Male,
Paralela al Sur de Barcelona,Paralela al Sur de Barcelona,,-0.48,Male,
Vigo,Vigo,,-0.5,Male,
Juan Lindolfo Cuestas,Juan Lindolfo Cuestas,,-0.99,Male,
Ingeniero Juan Monteverde,Ingeniero Juan Monteverde,,-0.5,Male,
Washington,Washington,,-0.5,Male,
Colón,Colón,,-0.5,Male,
Pérez Castellano,Pérez Castellano,,-0.5,Male,
Circunvalación Durango,Circunvalación Durango,,-1.0,Male,
Francisco de Sostoa,Francisco de Sostoa,,-0.5,Male,
General Melchor Pacheco,General Melchor Pacheco,,-0.5,Male,
Coronel Francisco Tajes,Coronel Francisco Tajes,,-0.5,Male,
General Francisco Caraballo,General Francisco Caraballo,,-0.5,Male,
Mendoza,Mendoza,,-0.3,Male,
Juan Carlos Gómez,Juan Carlos Gómez,,-0.99,Male,
Franklin Delano Roosevelt,Franklin Delano Roosevelt,,-0.49,Male,
Avenida Int Mpal Juan P Fabini,Int Mpal Juan P Fabini,,-0.5,Male,
Julio Herrera y Obes,Julio Herrera y Obes,,-0.5,Male,
Avenida General Rondeau,General Rondeau,,-0.5,Male,
General Manuel Freire,General Manuel Freire,,-0.5,Male,
Ángel Rodríguez,Ángel Rodríguez,,-0.5,Male,
César Díaz,César Díaz,,-0.5,Male,
Francisco Acuña de Figueroa,Francisco Acuña de Figueroa,,-0.5,Male,
Arturo Lezama,Arturo Lezama,,-0.5,Male,
Isidoro de María,Isidoro de María,,-0.48,Male,
Francisco de Paula Martí,Francisco de Paula Martí,,-0.49,Male,
Marcelino Sosa,Marcelino Sosa,,-0.5,Male,
Doctor Juan José de Amézaga,Doctor Juan José de Amézaga,,-0.5,Male,
Ramón Escobar,Ramón Escobar,,-0.5,Male,
Avenida Libertador Brigadier General Lavalleja,Libertador Brigadier General Lavalleja,,-0.5,Male,
Doctor Luis P. Lenguas,Doctor Luis P. Lenguas,,-0.99,Male,
Avenida Daniel Fernández Crespo,Daniel Fernández Crespo,,-0.5,Male,
Profesor Enrique Tierno Galván,Profesor Enrique Tierno Galván,,-0.5,Male,
Hermano Damasceno,Hermano Damasceno,,-1.0,Male,
Pozos del Rey,Pozos del Rey,,-0.8,Male,
Doctor Javier Barrios Amorín,Doctor Javier Barrios Amorín,,-0.5,Male,
Vázquez,Vázquez,,-0.5,Male,
