calle;calleClean;name;surname;fiabilidad;gender;wikipedia
Dr. Luis Federico Leloir;Dr. Luis Federico Leloir;Luis Federico;Leloir;-2;Male;
Mariano A. Igarzabal;Mariano  Igarzabal;Mariano;Irgaz·bal;-2;Male;
Profesor Florencio Godoy Cruz;Profesor Florencio Godoy Cruz;Florencio;Godoy Cruz;-2;Male;
Fray Ignacio Mar√≠a Marti y Porta;Fray Ignacio Mar√≠a Marti y Porta;Ignacio MarÌa;MartÌ y Port·;-2;Male;
Paul Harris;Paul Harris;Paul;Harris;-2;Male;
Alta Gracia;Alta Gracia;Alta;Gracia;2;Female;https://es.wikipedia.org/wiki/Altagracia_Contreras
Simon Fitz;Simon Fitz;Simon;Fitz;-2;Male;
Jose Darragueira;Jose Darragueira;Jose;Darragueira;-2;Male;
Julio Verne;Julio Verne;Julio;Verne;-2;Male;
Valentin Alsina;Valentin Alsina;Valentin;Alsina;-2;Male;
Roldan;Roldan;;Rold·n;-2;Male;
Pablo Neruda;Pablo Neruda;Pablo;Neruda;-2;Male;
Cristo Obrero;Cristo Obrero;Jes˙s;;-2;Male;
San Fransisco de Asis;San Fransisco de Asis;Francisco;de AsÌs;-2;Male;
Presidente Juan D Per√≥n;Presidente Juan D Per√≥n;Juan Domingo;PerÛn;-2;Male;
Enrique Kistermacher;Enrique Kistermacher;Enrique;Kistermacher;-2;Male;
Remigio Borque;Remigio Borque;Remigio;Borque;-2;Male;
Leo Parzianello;Leo Parzianello;Leo;Parzianello;-2;Male;
Baltazar Tatalo Dom√≠nguez;Baltazar Tatalo Dom√≠nguez;Baltazar Tatalo;DomÌnguez;-2;Male;
Donato Geraldi;Donato Geraldi;Donato;Geraldi;-2;Male;
Victorio Pereyra;Victorio Pereyra;Victorio;Pereyra;-2;Male;
Ezequiel;Ezequiel;Ezequiel;;-2;Male;
Hilari√≥n de la Quintana;Hilari√≥n de la Quintana;HilariÛn;de la Quintana;-2;Male;
Pasaje Vecinal J. J. Viamonte;Pasaje Vecinal J. J. monte;J. J.;Monte;2;Female;https://es.wikipedia.org/wiki/Silvana_H._N._Monteiro
Carlos Gardel;Carlos Gardel;Carlos;Gardel;-2;Male;
Avenida Carlos Mar√≠a de Alvear;Carlos Mar√≠a Alvear;Carlos MarÌa;de Alvear;-2;Male;
San Roque;San Roque;Roque;;-2;Male;
General D√≥novan;General D√≥novan;;DÛnovan;-2;Male;
Antonio Arancibia;Antonio Arancibia;Antonio;Arancibia;-2;Male;
Juan de la Cruz Navarro;Juan de la Cruz Navarro;Juan de la Cruz;Navarro;-2;Male;
H√©ctor Freschi;H√©ctor Freschi;HÈctor;Freschi;-2;Male;
Carlos Lutringer;Carlos Lutringer;Carlos;Lutringer;-2;Male;
Sixto Laconich;Sixto Laconich;Sixto;Laconich;-2;Male;
Mart√≠n Lestani;Mart√≠n Lestani;MartÌn;Lestani;-2;Male;
Luis De las Casas;Luis De las s;Luis;de las Casas;-2;Male;
Baruc;Baruc;Baruc;;-2;Male;
Isa√≠as;Isa√≠as;IsaÌas;;-2;Male;
Jerem√≠as;Jerem√≠as;JeremÌas;;-2;Male;
Zacar√≠as;Zacar√≠as;ZacarÌas;;-2;Male;
Carlos Campia;Carlos Campia;Carlos;Campia;-2;Male;
Juan Godoy;Juan Godoy;Juan;Godoy;-2;Male;
Domingo Cubells;Domingo Cubells;Domingo;Cubells;-2;Male;
Domingo Suero;Domingo Suero;Domingo;Suero;-2;Male;
Francisco Ptak;Francisco Ptak;Francisco;Ptak;-2;Male;
Pasaje Jerem√≠as;Jerem√≠as;JeremÌas;;-2;Male;
Pasaje Zacar√≠as;Zacar√≠as;ZacarÌas;;-2;Male;
Luis Vernet;Luis Vernet;Luis;Vernet;-2;Male;
V√≠ctor Ben√≠tez;V√≠ctor Ben√≠tez;VÌctor;BenÌtez;-2;Male;
Mar√≠a S√°enz de Vernet;Mar√≠a S√°enz de Vernet;MarÌa;S·enz de Vernet;2;Female;https://es.wikisource.org/wiki/Autor:Mar%C3%ADa_S%C3%A1ez_de_Vernet
Domingo Matheu;Domingo Matheu;Domingo;Matheu;-2;Male;
Juan Larrea;Juan Larrea;Juan;Larrea;-2;Male;
Hip√≥lito Vieytes;Hip√≥lito Vieytes;HipÛlito;Vieytes;-2;Male;
Miguel de Azcu√©naga;Miguel de Azcu√©naga;Miguel;de AzcuÈnaga;-2;Male;
Avenida Arturo Jauretche;Arturo Jauretche;Arturo;Jauretche;-2;Male;
Mart√≠n de √Ålzaga;Mart√≠n de √Ålzaga;MartÌn;de ¡lzaga;-2;Male;
Antonio Berutti;Antonio Berutti;Antonio;Berutti;-2;Male;
Feliciano Chiclana;Feliciano Chiclana;Feliciano;Chiclana;-2;Male;
Jos√© Rondeau;Jos√© Rondeau;JosÈ;Rondeau;-2;Male;
Manuel de Sarratea;Manuel de Sarratea;Manuel;de Sarratea;-2;Male;
Peatonal Isla San Jorge;Peatonal  San Jorge;Jorge;;-2;Male;
Padre Sena;Padre Sena;;Sena;-2;Male;
Capit√°n Pedro Giachino;Capit√°n Pedro Giachino;Pedro;Giachino;-2;Male;
Marcos Paz;Marcos Paz;Marcos;Paz;-2;Male;
Inmaculada Concepci√≥n;Inmaculada Concepci√≥n;MarÌa;;2;Female;https://es.wikipedia.org/wiki/Inmaculada_Concepci%C3%B3n
Enrique Disc√©polo;Enrique Disc√©polo;Enrique;DiscÈpolo;-2;Male;
Horacio Quiroga;Horacio Quiroga;Horacio;Quiroga;-2;Male;
Jorge Rafael Obligado;Jorge Rafael Obligado;Jorge Rafael;Obligado;-2;Male;
Jorge Luis Borges;Jorge Luis Borges;Jorge Luis;Borges;-2;Male;
Julio Cort√°zar;Julio Cort√°zar;Julio;Cort·zar;-2;Male;
Pasaje Manuel Belgrano;Manuel Belgrano;Manuel;Belgrano;-2;Male;
Padre Tom√°s Garc√≠a;Padre Tom√°s Garc√≠a;Tom·s;GarcÌa;-2;Male;
Enrique Larreta;Enrique Larreta;Enrique;Larreta;-2;Male;
Mart√≠n Coronado;Mart√≠n Coronado;MartÌn;Coronado;-2;Male;
Leopoldo Lugones;Leopoldo Lugones;Leopoldo;Lugones;-2;Male;
Ricardo Rojas;Ricardo Rojas;Ricardo;Rojas;-2;Male;
Olegario V√≠ctor Andrade;Olegario V√≠ctor Andrade;Olegario VÌctor;Andrade;-2;Male;
Pasaje D√≥novan;D√≥novan;;DÛnovan;-2;Male;
Santa Mar√≠a de Oro;Santa Mar√≠a de Oro;Justo;Santa MarÌa de Oro;-2;Male;
N. Rold√°n;N. Rold√°n;N.;Rold·n;-2;Male;
Pasaje Rold√°n;Rold√°n;;Rold·n;-2;Male;
Lautaro;Lautaro;Lautaro;;-2;Male;
Monse√±or de Carlo;Monse√±or de Carlo;;de Carlo;-2;Male;
Garc√≠a Merou;Garc√≠a Merou;;GarcÌa Merou;-2;Male;
Avenida Moreno;Moreno;Mariano;Moreno;-2;Male;
Pedro Freschi;Pedro Freschi;Pedro;Freschi;-2;Male;
Pasaje Santa Mar√≠a de Oro;Santa Mar√≠a Oro;Justo;Santa MarÌa de Oro;2;Female;https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Orozco
Santo Tom√©;Santo Tom√©;TomÈ;;-2;Male;
Arturo Frondizi;Arturo Frondizi;Arturo;Frondizi;-2;Male;
Jos√© Mar√≠a Paz;Jos√© Mar√≠a Paz;JosÈ MarÌa;Paz;-2;Male;
Pasaje Jos√© Mar√≠a Paz;Jos√© Mar√≠a Paz;JosÈ MarÌa;Paz;-2;Male;
Pasaje Arturo Frondizi;Arturo Frondizi;Arturo;Frondizi;-2;Male;
Avenida Hortensio Quijano;Hortensio Quijano;Hortensio;Quijano;-2;Male;
Roque S√°enz Pe√±a;Roque S√°enz Pe√±a;Roque;S·enz PeÒa;-2;Male;
Pasaje Roque S√°enz Pe√±a;Roque S√°enz Pe√±a;Roque;S·enz PeÒa;-2;Male;
Avenida San Mart√≠n;San Mart√≠n;JosÈ;de San MartÌn;-2;Male;
Pasaje San Lorenzo;San Lorenzo;Lorenzo;;-2;Male;
Lisandro de la Torre;Lisandro de la Torre;Lisandro;de la Torre;-2;Male;
Juan de Dios Mena;Juan de Dios Mena;Juan de Dios;Mena;-2;Male;
Pasaje Juan de Dios Mena;Juan Dios Mena;Juan de Dios;Mena;-2;Male;
Pasaje Lisandro de la Torre;Lisandro Torre;Lisandro;Torre;-2;Male;
Gobernador Gabriel Carrasco;Gobernador Gabriel Carrasco;Gabriel;Carrasco;-2;Male;
Pasaje Gobernador Gabriel Carrasco;Gobernador Gabriel Carrasco;Gobernador;Gabriel;-2;Male;
Pasaje Ernesto Duvivier;Ernesto Duvivier;Ernesto;Duvivier;-2;Male;
Angel Busto;Angel Busto;Angel;Busto;-2;Male;
Juan Domingo Per√≥n;Juan Domingo Per√≥n;Juan Domingo;PerÛn;-2;Male;
Julio Argentino Roca;Julio Argentino Roca;Julio;Argentino;-2;Male;
Marcelo Torcuato de Alvear;Marcelo Torcuato de Alvear;Marcelo Torcuato;de Alvear;-2;Male;
Avenida Carlos L√≥pez Piacentini;Carlos L√≥pez Piacentini;Carlos;LÛpez;-2;Male;
Pasaje Jos√© Mar√≠a Toledo;Jos√© Mar√≠a Toledo;JosÈ MarÌa;Toledo;-2;Male;
Doctor Evaristo Ram√≠rez;Doctor Evaristo Ram√≠rez;Evaristo;RamÌrez;-2;Male;
Guido Miranda;Guido Miranda;Guido;Miranda;-2;Male;
Gervasio Artigas;Gervasio Artigas;Gervasio;Artigas;-2;Male;
Pasaje Evaristo Ram√≠rez;Evaristo Ram√≠rez;Evaristo;RamÌrez;-2;Male;
Yolanda P. de Elizondo;Yolanda P. de Elizondo;Yolanda;P. de Elizondo;2;Female;https://es.wikipedia.org/wiki/Yolanda_de_Flandes
Juan P. Duarte;Juan P. Duarte;Juan P.;Duarte;-2;Male;
Pasaje Yolanda P. de Elizondo;Yolanda P. Elizondo;Yolanda;P. de Elizondo;2;Female;https://es.wikipedia.org/wiki/Yolanda_V._Fundora
Thomas Jefferson;Thomas Jefferson;Thomas;Jefferson;-2;Male;
George Washington;George Washington;George;Washington;-2;Male;
Jos√© Mart√≠;Jos√© Mart√≠;JosÈ;MartÌ;-2;Male;
Benito Ju√°rez;Benito Ju√°rez;Benito;Ju·rez;-2;Male;
Sim√≥n Bol√≠var;Sim√≥n Bol√≠var;SimÛn;BolÌvar;-2;Male;
Ram√≥n Castilla;Ram√≥n Castilla;RamÛn;Castilla;-2;Male;
Pasaje Carlos Hardy;Carlos Hardy;Carlos;Hardy;-2;Male;
Doctor Miguel Mar√≠a Gim√©nez;Doctor Miguel Mar√≠a Gim√©nez;Miguel MarÌa;GimÈnez;-2;Male;
Francisco de P. Santander;Francisco de P. Santander;Francisco;de Santander;-2;Male;
Favio C√°ceres;Favio C√°ceres;Favio;C·ceres;-2;Male;
Don Segundo Sombra;Don Segundo Sombra;Segundo;Sombra;-2;Male;
Arturo Lestani;Arturo Lestani;Arturo;Lestani;-2;Male;
Dar√≠o Mir√≥;Dar√≠o Mir√≥;DarÌo;MirÛ;-2;Male;
Pasaje Miguel Gim√©nez;Miguel Gim√©nez;Miguel;GimÈnez;-2;Male;
Pasaje Arturo Lestani;Arturo Lestani;Arturo;Lestani;-2;Male;
Ingeniero Luis Fousal;Ingeniero Luis Fousal;Luis;Fousal;-2;Male;
Pasaje √Ångel Bustos;√Ångel Bustos;¡ngel;Bustos;-2;Male;
Pasaje Silvano Dante;Silvano Dante;Silvano;Dante;-2;Male;
Mario Villalva;Mario lva;Mario;Villalva;-2;Male;
Pasaje Brigadier General Juan Manuel de Rosas;Brigadier General Juan Manuel Rosas;Juan Manuel;de Rosas;-2;Male;
Pasaje Julio Argentino Roca;Julio Argentino Roca;Julio Argentino;Roca;-2;Male;
Pasaje Juan Domingo Per√≥n;Juan Domingo Per√≥n;Juan Domingo;PerÛn;-2;Male;
Pasaje Moreno;Moreno;Mariano;Moreno;-2;Male;
Pasaje Marcelo Torcuato de Alvear;Marcelo Torcuato Alvear;Marcelo Torcuato;de Alvear;-2;Male;
Pasaje Carlos Gardel;Carlos Gardel;Carlos;Gardel;-2;Male;
Diagonal Juan Bautista Cabral;Diagonal Juan Bautista Cabral;Juan Bautista;Cabral;-2;Male;
Diagonal Brigadier General Juan Manuel de Rosas;Diagonal Brigadier General Juan Manuel de Rosas;Juan Manuel;de Rosas;-2;Male;
Avenida Augusto Rey;Augusto Rey;Augusto;Rey;-2;Male;
Domingo Faustino Sarmiento;Domingo Faustino Sarmiento;Domingo Faustino;Sarmiento;-2;Male;
Pasaje Carlos M. de Alvear;Carlos M. Alvear;Carlos MarÌa;de Alvear;-2;Male;
Pasaje Augusto Rey;Augusto Rey;Augusto;Rey;-2;Male;
Pasaje Garc√≠a Merou;Garc√≠a Merou;GarcÌa;Merou;-2;Male;
Avenida Cacique Pelayo;Cacique Pelayo;Pelayo;;-2;Male;
Lucio Salvadores;Lucio Salvadores;Lucio;Salvadores;-2;Male;
Pasaje Leo Parzianello;Leo Parzianello;Leo;Parzianello;-2;Male;
Pasaje Baltasar Tatalo Dom√≠nguez;Baltasar Tatalo Dom√≠nguez;Baltasar Tatalo;DomÌnguez;-2;Male;
Pasaje N. Rold√°n;N. Rold√°n;N.;Rold·n;-2;Male;
Pasaje Marcos Paz;Marcos Paz;Marcos;Paz;-2;Male;
Eduardo Newbery;Eduardo Newbery;Eduardo;Newbery;-2;Male;
E. Romero;E. Romero;E.;Romero;-2;Male;
Aar√≥n de Anchorena;Aar√≥n de Anchorena;AarÛn;de Anchorena;-2;Male;
Virgilio Mira;Virgilio Mira;Virgilio;Mira;-2;Male;
Fray P√©rez de Marchena;Fray P√©rez de Marchena;;PÈrez de Marchena;-2;Male;
Joel;Joel;Joel;;-2;Male;
Juan Manuel Bordeau;Juan Manuel Bordeau;Juan Manuel;Bordeau;-2;Male;
Rub√©n Di Palma;Rub√©n Di Palma;RubÈn;Di Palma;-2;Male;
Boris Afanasenko;Boris Afanasenko;Boris;Afanasenko;-2;Male;
Oscar Alfredo G√°lvez;Oscar Alfredo G√°lvez;Oscar Alfredo;G·lvez;-2;Male;
Eduardo Ger√≥nimo Orcola;Eduardo Ger√≥nimo Orcola;Eduardo GerÛnimo;Orcola;-2;Male;
Juan Manuel Fangio;Juan Manuel Fangio;Juan Manuel;Fangio;-2;Male;
Oscar Cabal√©n;Oscar Cabal√©n;Oscar;CabalÈn;-2;Male;
Pasaje Mar√≠a Mois√°n;Mar√≠a Mois√°n;MarÌa;Mois·n;2;Female;https://es.wikipedia.org/wiki/Mar%C3%ADa_Montejo_P%C3%A9rez
Mar√≠a Mois√°n;Mar√≠a Mois√°n;MarÌa;Mois·n;2;Female;https://es.wikipedia.org/wiki/Mar%C3%ADa_Montejo_P%C3%A9rez
Pasaje Jos√© Anello;Jos√© Anello;JosÈ;Anello;-2;Male;
Pasaje Arminda Rogiolo;Arminda Rogiolo;Arminda;Rogiolo;2;Female;https://es.wikipedia.org/wiki/Arina_Rodi%C3%B3nova
Pasaje Rita Waisman;Rita Waisman;Rita;Waisman;2;Female;https://es.wikiquote.org/wiki/Marina_Waisman
Rita Waisman;Rita Waisman;Rita;Waisman;2;Female;https://es.wikiquote.org/wiki/Marina_Waisman
Arminda Rogiolo;Arminda Rogiolo;Arminda;Rogiolo;2;Female;https://es.wikipedia.org/wiki/Arina_Rodi%C3%B3nova
Pasaje Luisa Dora C. de Dom√≠nguez;Pasaje Luisa Dora  Dom√≠nguez;Luisa Dora;C. de DomÌnguez;2;Female;https://es.wikipedia.org/wiki/Ana_Luc%C3%ADa_Dom%C3%ADnguez
Lidia Ang√©lica Rapazzioli de Bernal;Lidia Ang√©lica Rapazzioli de Bernal;Lidia AngÈlica;Rapazzioli de Bernal;2;Female;https://es.wikipedia.org/wiki/Barbara_Engleder
Luisa Dora de Dom√≠nguez;Luisa Dora de Dom√≠nguez;Luisa Dora;C. de DomÌnguez;2;Female;https://es.wikipedia.org/wiki/Josefa_Ortiz_de_Dom%C3%ADnguez
Esther Machicote de D√≠az;Esther Machicote de D√≠az;Esther;Machicote;2;Female;https://es.wikipedia.org/wiki/Esther_Vald%C3%A9s
Armando Anello;Armando Anello;Armando;Anello;-2;Male;
Honorio Ortiz;Honorio Ortiz;Honorio;Ortiz;-2;Male;
Doctora Josefa Palacios;Doctora Josefa Palacios;Josefa;Palacios;2;Female;https://es.wikipedia.org/wiki/Josefa_Palacios
Pasaje Rene James Sotelo;Rene James Sotelo;Rene James;Sotelo;2;Female;https://es.wikipedia.org/wiki/Renate_Vogel
Ren√© James Sotelo;Ren√© James Sotelo;Rene James;Sotelo;2;Female;https://es.wikipedia.org/wiki/Renate_Stecher
Pasaje Alberto Torres;Alberto Torres;Alberto;Torres;-2;Male;
Alberto Torres;Alberto Torres;Alberto;Torres;-2;Male;
Pasaje Crisanto Dom√≠nguez;Crisanto Dom√≠nguez;Crisanto;DomÌnguez;-2;Male;
Crisanto Dom√≠nguez;Crisanto Dom√≠nguez;Crisanto;DomÌnguez;-2;Male;
Heraclio P√©rez;Heraclio P√©rez;Heraclio;PÈrez;-2;Male;
Ram√≥n de las Mercedes Tissera;Ram√≥n de las Mercedes Tissera;RamÛn;de las Mercedes Tissera;-2;Male;
Cacique Pelayo;Cacique Pelayo;Pelayo;;-2;Male;
Mario Nestoroff;Mario Nestoroff;Mario;Nestoroff;-2;Male;
Julio Guill√©n;Julio Guill√©n;Julio;GuillÈn;-2;Male;
Gerardo Varela;Gerardo Varela;Gerardo;Varela;-2;Male;
Pasaje Heraclio P√©rez;Heraclio P√©rez;Heraclio;PÈrez;-2;Male;
Manuel Peralta;Manuel Peralta;Manuel;Peralta;-2;Male;
Nazareno Rosciani;Nazareno Rosciani;Nazareno;Rosciani;-2;Male;
Pasaje Gerardo Varela;Gerardo Varela;Gerardo;Varela;-2;Male;
Antonio Brignole;Antonio Brignole;Antonio;Brignole;-2;Male;
Isabel la Cat√≥lica;Isabel la Cat√≥lica;Isabel;;2;Female;https://es.wikipedia.org/wiki/Isabella_Cascarano
Leopoldo Mart√≠n Fernando;Leopoldo Mart√≠n Fernando;Leopoldo MartÌn;Fernando;-2;Male;
Leopoldo Mart√≠n;Leopoldo Mart√≠n;Leopoldo MartÌn;Fernando;-2;Male;
De√°n Funes;De√°n Funes;;Funes;-2;Male;
Fernando L. Mart√≠n;Fernando L. Mart√≠n;Fernando L.;MartÌnez;-2;Male;
Carlos Tejedor;Carlos Tejedor;Carlos;Tejedor;-2;Male;
Juan A. √Ålvarez Condarco;Juan  √Ålvarez Condarco;Juan;¡lvarez Condarco;-2;Male;
Pasaje Vecinal Miguel Soler;Vecinal Miguel Soler;Miguel;Soler;-2;Male;
Juan B. Azopardo;Juan B. Azopardo;Juan Bautista;Azopardo;-2;Male;
Pasaje Peatonal Hip√≥lito Vieytes;Peatonal Hip√≥lito Vieytes;HipÛlito;Vieytes;-2;Male;
Pasaje Vecinal I. √Ålvarez Toma;Vecinal I. √Ålvarez Toma;Ignacio;¡lvarez Toma;2;Female;https://es.wikipedia.org/wiki/Cecilia_%C3%81lvarez_Correa
Agust√≠n Andreani;Agust√≠n Andreani;AgustÌn;Andreani;-2;Male;
Pasaje Juan XXIII;Juan XXIII;Juan;;-2;Male;
Ra√∫l B. D√≠az;Ra√∫l B. D√≠az;Ra˙l B.;DÌaz;-2;Male;
Roberto Mora;Roberto Mora;Roberto;Mora;-2;Male;
Pasaje F√©lix Codutti;F√©lix Codutti;FÈlix;Codutti;-2;Male;
Pasaje Manuel Peralta;Manuel Peralta;Manuel;Peralta;-2;Male;
Santa Clara de As√≠s;Santa Clara de As√≠s;Santa;Clara;2;Female;https://es.wikipedia.org/wiki/Clara_de_As%C3%ADs
Juan Pol√≠;Juan Pol√≠;Juan;PolÌ;-2;Male;
Jos√© Luna;Jos√© Luna;JosÈ;Luna;-2;Male;
Julio C√©sar Perrando;Julio C√©sar Perrando;Julio CÈsar;Perrando;-2;Male;
Padre J. Nicolau;Padre J. Nicolau;J. J.;Niccolau;-2;Male;
Pasaje Fabriciano G√≥mez;Fabriciano G√≥mez;Fabriciano;GÛmez;-2;Male;
Pasaje Remedios de Escalada;Remedios Escalada;Remedios;de Escalada;2;Female;https://es.wikipedia.org/wiki/Remedios_Amaya
Pasaje Mario Bandeo;Mario Bandeo;Mario;Bandeo;-2;Male;
Pasaje Lino Torres;Lino Torres;Lino;Torres;-2;Male;
Mario Bandeo;Mario Bandeo;Mario;Bandeo;-2;Male;
Alfredo P√©rtile;Alfredo P√©rtile;Alfredo;PÈrtile;-2;Male;
